,Count
0.0,0.0071465
0.5,0.007074
1.0,0.006828
1.5,0.0065705
2.0,0.0064175
2.5,0.006368
3.0,0.006374
3.5,0.006338
4.0,0.006271
4.5,0.0062105
5.0,0.00622
5.5,0.0061375
6.0,0.0059715
6.5,0.005857
7.0,0.0057155
7.5,0.005628
8.0,0.005576
8.5,0.00558
9.0,0.005563
9.5,0.0056095
10.0,0.005663
10.5,0.0055405
11.0,0.0053975
11.5,0.005349
12.0,0.005272
12.5,0.0052185
13.0,0.0051805
13.5,0.005034
14.0,0.004978
14.5,0.005031
15.0,0.0050075
15.5,0.0048685
16.0,0.0047175
16.5,0.0046415
17.0,0.0045815
17.5,0.004542
18.0,0.0044975
18.5,0.0044685
19.0,0.0044445
19.5,0.004372
20.0,0.004206
20.5,0.0041
21.0,0.004134
21.5,0.004221
22.0,0.004243
22.5,0.004186
23.0,0.004199
23.5,0.004152
24.0,0.004067
24.5,0.004091
25.0,0.0040695
25.5,0.0039975
26.0,0.00391
26.5,0.0038485
27.0,0.003843
27.5,0.00386
28.0,0.0038085
28.5,0.003741
29.0,0.0037425
29.5,0.003738
30.0,0.003611
30.5,0.003468
31.0,0.003338
31.5,0.003197
32.0,0.003105
32.5,0.003087
33.0,0.0030975
33.5,0.0031265
34.0,0.00311
34.5,0.003015
35.0,0.002973
35.5,0.0029735
36.0,0.002955
36.5,0.002959
37.0,0.0029195
37.5,0.002891
38.0,0.0028515
38.5,0.0028325
39.0,0.0028265
39.5,0.0028055
40.0,0.0028035
40.5,0.0027725
41.0,0.002699
41.5,0.002574
42.0,0.0024035
42.5,0.0023745
43.0,0.0024235
43.5,0.0024165
44.0,0.002356
44.5,0.002278
45.0,0.002272
45.5,0.002279
46.0,0.0022925
46.5,0.002242
47.0,0.0022225
47.5,0.002212
48.0,0.002151
48.5,0.0020905
49.0,0.002105
49.5,0.002166
50.0,0.002184
50.5,0.0021585
51.0,0.002064
51.5,0.0019745
52.0,0.001914
52.5,0.0018945
53.0,0.001911
53.5,0.0019415
54.0,0.001947
54.5,0.0019585
55.0,0.001982
55.5,0.0020105
56.0,0.0020315
56.5,0.002035
57.0,0.0020945
57.5,0.002116
58.0,0.002041
58.5,0.001984
59.0,0.001999
59.5,0.0020785
60.0,0.002178
60.5,0.0022325
61.0,0.0022225
61.5,0.0022375
62.0,0.002276
62.5,0.002269
63.0,0.0022175
63.5,0.0021935
64.0,0.0022275
64.5,0.002241
65.0,0.002264
65.5,0.002299
66.0,0.00232
66.5,0.002294
67.0,0.002279
67.5,0.002321
68.0,0.0023525
68.5,0.002389
69.0,0.0025055
69.5,0.0026515
70.0,0.002718
70.5,0.002712
71.0,0.0026825
71.5,0.002708
72.0,0.0027215
72.5,0.002742
73.0,0.0027355
73.5,0.0026955
74.0,0.002697
74.5,0.0027705
75.0,0.002855
75.5,0.0029035
76.0,0.002959
76.5,0.003061
77.0,0.003137
77.5,0.0031175
78.0,0.0031065
78.5,0.003194
79.0,0.003273
79.5,0.0033555
80.0,0.0035125
80.5,0.0036235
81.0,0.0037055
81.5,0.0037255
82.0,0.003744
82.5,0.0037925
83.0,0.0038125
83.5,0.0038695
84.0,0.0039435
84.5,0.0040565
85.0,0.0041115
85.5,0.0041045
86.0,0.0040755
86.5,0.004072
87.0,0.004017
87.5,0.0039615
88.0,0.004024
88.5,0.0041365
89.0,0.004167
89.5,0.004167
90.0,0.0041835
90.5,0.004233
91.0,0.004333
91.5,0.004411
92.0,0.0045035
92.5,0.004679
93.0,0.004837
93.5,0.004948
94.0,0.004972
94.5,0.0049965
95.0,0.0049545
95.5,0.004967
96.0,0.005095
96.5,0.0052415
97.0,0.005439
97.5,0.0055025
98.0,0.005492
98.5,0.0056045
99.0,0.005727
99.5,0.005773
100.0,0.0057425
100.5,0.005693
101.0,0.0057445
101.5,0.005851
102.0,0.005869
102.5,0.0059465
103.0,0.0060985
103.5,0.006171
104.0,0.006194
104.5,0.0061965
105.0,0.0062365
105.5,0.0062795
106.0,0.006309
106.5,0.0063205
107.0,0.0063985
107.5,0.0065815
108.0,0.006725
108.5,0.0068335
109.0,0.00681
109.5,0.0067575
110.0,0.0068535
110.5,0.006933
111.0,0.0070085
111.5,0.0070825
112.0,0.0070645
112.5,0.0070395
113.0,0.007041
113.5,0.0070775
114.0,0.007127
114.5,0.0071815
115.0,0.0072515
115.5,0.007166
116.0,0.007105
116.5,0.0071445
117.0,0.007078
117.5,0.007003
118.0,0.0070535
118.5,0.0070465
119.0,0.007132
119.5,0.0072105
