,Count
0.0,0.0023615
0.5,0.00237
1.0,0.0023965
1.5,0.0024375
2.0,0.00249
2.5,0.0025485
3.0,0.002613
3.5,0.00258
4.0,0.002497
4.5,0.002507
5.0,0.0025805
5.5,0.0026195
6.0,0.002591
6.5,0.002618
7.0,0.0026855
7.5,0.0026815
8.0,0.002716
8.5,0.002778
9.0,0.0028525
9.5,0.0028945
10.0,0.0028865
10.5,0.002908
11.0,0.0029375
11.5,0.002942
12.0,0.002893
12.5,0.002859
13.0,0.002913
13.5,0.0029755
14.0,0.0030455
14.5,0.0031295
15.0,0.0032165
15.5,0.0032775
16.0,0.0032925
16.5,0.003299
17.0,0.0033525
17.5,0.003376
18.0,0.003369
18.5,0.0034575
19.0,0.003568
19.5,0.003601
20.0,0.003631
20.5,0.003564
21.0,0.003506
21.5,0.0035085
22.0,0.0035285
22.5,0.0035925
23.0,0.003584
23.5,0.003589
24.0,0.0035855
24.5,0.003566
25.0,0.0035735
25.5,0.0035485
26.0,0.003591
26.5,0.003694
27.0,0.0036875
27.5,0.0036435
28.0,0.003655
28.5,0.0037115
29.0,0.003769
29.5,0.003698
30.0,0.0036565
30.5,0.003773
31.0,0.003904
31.5,0.0039315
32.0,0.0039095
32.5,0.0040065
33.0,0.0041435
33.5,0.004237
34.0,0.004327
34.5,0.00439
35.0,0.004357
35.5,0.004299
36.0,0.004264
36.5,0.0042615
37.0,0.004299
37.5,0.004313
38.0,0.0043155
38.5,0.004391
39.0,0.0045015
39.5,0.0046725
40.0,0.0048435
40.5,0.004931
41.0,0.00501
41.5,0.005075
42.0,0.005053
42.5,0.005059
43.0,0.0050305
43.5,0.0049315
44.0,0.0049185
44.5,0.0048715
45.0,0.004969
45.5,0.0051155
46.0,0.0050975
46.5,0.0051985
47.0,0.005257
47.5,0.005323
48.0,0.005501
48.5,0.0056645
49.0,0.005837
49.5,0.0058965
50.0,0.005953
50.5,0.0059955
51.0,0.0060595
51.5,0.006111
52.0,0.0062225
52.5,0.0063375
53.0,0.0063915
53.5,0.00663
54.0,0.0068365
54.5,0.006823
55.0,0.0067875
55.5,0.0068615
56.0,0.006903
56.5,0.0069255
57.0,0.0070575
57.5,0.007142
58.0,0.0071645
58.5,0.0071295
59.0,0.0071255
59.5,0.007176
60.0,0.0071565
60.5,0.007208
61.0,0.0071835
61.5,0.007055
62.0,0.007132
62.5,0.0071425
63.0,0.0069865
63.5,0.00688
64.0,0.0067465
64.5,0.006708
65.0,0.006787
65.5,0.006763
66.0,0.006773
66.5,0.0067565
67.0,0.006685
67.5,0.0067125
68.0,0.00674
68.5,0.006618
69.0,0.0065065
69.5,0.006458
70.0,0.0065305
70.5,0.0065495
71.0,0.0064185
71.5,0.006262
72.0,0.006167
72.5,0.0061425
73.0,0.0059615
73.5,0.005763
74.0,0.0056265
74.5,0.0054235
75.0,0.0053335
75.5,0.0052875
76.0,0.0051905
76.5,0.0050585
77.0,0.004931
77.5,0.0048705
78.0,0.0048455
78.5,0.0048035
79.0,0.0046735
79.5,0.004515
80.0,0.0043875
80.5,0.0043375
81.0,0.004263
81.5,0.004224
82.0,0.0042505
82.5,0.0042925
83.0,0.004298
83.5,0.004248
84.0,0.0041335
84.5,0.004087
85.0,0.004084
85.5,0.003928
86.0,0.0037855
86.5,0.0037965
87.0,0.0037575
87.5,0.003637
88.0,0.0034825
88.5,0.003374
89.0,0.003336
89.5,0.0033345
90.0,0.003372
90.5,0.003347
91.0,0.0033365
91.5,0.0033915
92.0,0.003415
92.5,0.0034075
93.0,0.0034055
93.5,0.00341
94.0,0.003339
94.5,0.0031915
95.0,0.0031135
95.5,0.003097
96.0,0.00309
96.5,0.0031035
97.0,0.003104
97.5,0.003087
98.0,0.0030005
98.5,0.0028445
99.0,0.00275
99.5,0.0026985
100.0,0.0026435
100.5,0.002611
101.0,0.0026145
101.5,0.0025825
102.0,0.0025315
102.5,0.002463
103.0,0.002435
103.5,0.002451
104.0,0.00248
104.5,0.0025065
105.0,0.0025585
105.5,0.0026375
106.0,0.0026845
106.5,0.002744
107.0,0.002774
107.5,0.0028065
108.0,0.0028305
108.5,0.0028175
109.0,0.002779
109.5,0.002766
110.0,0.002719
110.5,0.0026715
111.0,0.0026245
111.5,0.0026005
112.0,0.0026065
112.5,0.0025795
113.0,0.002543
113.5,0.002543
114.0,0.0025005
114.5,0.00246
115.0,0.00245
115.5,0.0024035
116.0,0.002268
116.5,0.002218
117.0,0.002279
117.5,0.0022355
118.0,0.00222
118.5,0.00228
119.0,0.002329
119.5,0.0023485
