,Cosine,Sine
10000,0.9945218953682733,-0.10452846326765347
10001,0.9914448613738104,-0.13052619222005157
10002,0.9876883405951378,-0.15643446504023087
10003,0.9914448613738104,-0.13052619222005157
10004,0.9876883405951378,-0.15643446504023087
10005,0.9832549075639546,-0.18223552549214747
10006,0.9832549075639546,-0.18223552549214747
10007,0.9876883405951378,-0.15643446504023087
10008,0.9914448613738104,-0.13052619222005157
10009,0.9945218953682733,-0.10452846326765347
10010,0.996917333733128,-0.07845909572784494
10011,0.9986295347545738,-0.052335956242943835
10012,0.9996573249755573,-0.026176948307873153
10013,1.0,0.0
10014,0.9996573249755573,0.026176948307873153
10015,1.0,0.0
10016,0.9996573249755573,0.026176948307873153
10017,0.9986295347545738,0.052335956242943835
10018,0.996917333733128,0.07845909572784494
10019,0.9986295347545738,0.052335956242943835
10020,0.996917333733128,0.07845909572784494
10021,0.9945218953682733,0.10452846326765347
10022,0.996917333733128,0.07845909572784494
10023,0.9945218953682733,0.10452846326765347
10024,0.996917333733128,0.07845909572784494
10025,0.9986295347545738,0.052335956242943835
10026,0.996917333733128,0.07845909572784494
10027,0.9945218953682733,0.10452846326765347
10028,0.996917333733128,0.07845909572784494
10029,0.9945218953682733,0.10452846326765347
10030,0.996917333733128,0.07845909572784494
10031,0.9945218953682733,0.10452846326765347
10032,0.996917333733128,0.07845909572784494
10033,0.9945218953682733,0.10452846326765347
10034,0.996917333733128,0.07845909572784494
10035,0.9945218953682733,0.10452846326765347
10036,0.9914448613738104,0.13052619222005157
10037,0.9876883405951378,0.15643446504023087
10038,0.9832549075639546,0.18223552549214747
10039,0.9781476007338057,0.20791169081775934
10040,0.9832549075639546,0.18223552549214747
10041,0.9781476007338057,0.20791169081775934
10042,0.9832549075639546,0.18223552549214747
10043,0.9781476007338057,0.20791169081775934
10044,0.9723699203976766,0.2334453638559054
10045,0.9781476007338057,0.20791169081775934
10046,0.9832549075639546,0.18223552549214747
10047,0.9876883405951378,0.15643446504023087
10048,0.9832549075639546,0.18223552549214747
10049,0.9781476007338057,0.20791169081775934
10050,0.9723699203976766,0.2334453638559054
10051,0.9723699203976766,0.2334453638559054
10052,0.9781476007338057,0.20791169081775934
10053,0.9832549075639546,0.18223552549214747
10054,0.9876883405951378,0.15643446504023087
10055,0.9832549075639546,0.18223552549214747
10056,0.9781476007338057,0.20791169081775934
10057,0.9781476007338057,0.20791169081775934
10058,0.9832549075639546,0.18223552549214747
10059,0.9876883405951378,0.15643446504023087
10060,0.9914448613738104,0.13052619222005157
10061,0.9945218953682733,0.10452846326765347
10062,0.9914448613738104,0.13052619222005157
10063,0.9876883405951378,0.15643446504023087
10064,0.9914448613738104,0.13052619222005157
10065,0.9945218953682733,0.10452846326765347
10066,0.9914448613738104,0.13052619222005157
10067,0.9945218953682733,0.10452846326765347
10068,0.996917333733128,0.07845909572784494
10069,0.9945218953682733,0.10452846326765347
10070,0.996917333733128,0.07845909572784494
10071,0.9945218953682733,0.10452846326765347
10072,0.996917333733128,0.07845909572784494
10073,0.9986295347545738,0.052335956242943835
10074,0.9996573249755573,0.026176948307873153
10075,1.0,0.0
10076,0.9996573249755573,0.026176948307873153
10077,1.0,0.0
10078,0.9996573249755573,-0.026176948307873153
10079,1.0,0.0
10080,0.9996573249755573,-0.026176948307873153
10081,0.9986295347545738,-0.052335956242943835
10082,0.996917333733128,-0.07845909572784494
10083,0.9986295347545738,-0.052335956242943835
10084,0.9996573249755573,-0.026176948307873153
10085,1.0,0.0
10086,0.9996573249755573,-0.026176948307873153
10087,0.9986295347545738,-0.052335956242943835
10088,0.9996573249755573,-0.026176948307873153
10089,0.9986295347545738,-0.052335956242943835
10090,0.9996573249755573,-0.026176948307873153
10091,0.9986295347545738,-0.052335956242943835
10092,0.9996573249755573,-0.026176948307873153
10093,0.9986295347545738,-0.052335956242943835
10094,0.996917333733128,-0.07845909572784494
10095,0.9986295347545738,-0.052335956242943835
10096,0.996917333733128,-0.07845909572784494
10097,0.9945218953682733,-0.10452846326765347
10098,0.996917333733128,-0.07845909572784494
10099,0.9986295347545738,-0.052335956242943835
10100,0.9996573249755573,-0.026176948307873153
10101,0.9986295347545738,-0.052335956242943835
10102,0.996917333733128,-0.07845909572784494
10103,0.9945218953682733,-0.10452846326765347
10104,0.9914448613738104,-0.13052619222005157
10105,0.9876883405951378,-0.15643446504023087
10106,0.9832549075639546,-0.18223552549214747
10107,0.9781476007338057,-0.20791169081775934
10108,0.9832549075639546,-0.18223552549214747
10109,0.9876883405951378,-0.15643446504023087
10110,0.9832549075639546,-0.18223552549214747
10111,0.9876883405951378,-0.15643446504023087
10112,0.9914448613738104,-0.13052619222005157
10113,0.9876883405951378,-0.15643446504023087
10114,0.9832549075639546,-0.18223552549214747
10115,0.9781476007338057,-0.20791169081775934
10116,0.9723699203976766,-0.2334453638559054
10117,0.9723699203976766,-0.2334453638559054
10118,0.9781476007338057,-0.20791169081775934
10119,0.9832549075639546,-0.18223552549214747
10120,0.9781476007338057,-0.20791169081775934
10121,0.9723699203976766,-0.2334453638559054
10122,0.9781476007338057,-0.20791169081775934
10123,0.9832549075639546,-0.18223552549214747
10124,0.9781476007338057,-0.20791169081775934
10125,0.9832549075639546,-0.18223552549214747
10126,0.9876883405951378,-0.15643446504023087
10127,0.9876883405951378,-0.15643446504023087
10128,0.9876883405951378,-0.15643446504023087
10129,0.9914448613738104,-0.13052619222005157
10130,0.9945218953682733,-0.10452846326765347
10131,0.9914448613738104,-0.13052619222005157
10132,0.9876883405951378,-0.15643446504023087
10133,0.9832549075639546,-0.18223552549214747
10134,0.9781476007338057,-0.20791169081775934
10135,0.9781476007338057,-0.20791169081775934
