,Energy
0.0,-86.39883211632993
0.5,-86.39883211632993
1.0,-86.39883211632993
1.5,-86.39883211632991
2.0,-86.39883211632994
2.5,-86.39883211632994
3.0,-86.39883211632993
3.5,-86.39883211632994
4.0,-86.39883211632993
4.5,-86.39883211632994
5.0,-86.39883211632993
5.5,-86.39883211632994
6.0,-86.39883211632993
6.5,-86.39883211632993
7.0,-86.39883211632993
7.5,-86.39883211632994
8.0,-86.39883211632994
8.5,-86.39883211632993
9.0,-86.39883211632994
9.5,-86.39883211632993
10.0,-86.39883211632993
10.5,-86.39883211632993
11.0,-86.39883211632993
11.5,-86.39883211632994
12.0,-86.39883211632993
12.5,-86.39883211632994
13.0,-86.39883211632994
13.5,-86.39883211632994
14.0,-86.39883211632994
14.5,-86.39883211632994
15.0,-86.39883211632994
15.5,-86.39883211632993
16.0,-86.39883211632993
16.5,-86.39883211632994
17.0,-86.39883211632993
17.5,-86.39883211632994
18.0,-86.39883211632993
18.5,-86.39883211632993
19.0,-86.39883211632994
19.5,-86.39883211632993
20.0,-86.39883211632993
20.5,-86.39883211632993
21.0,-86.39883211632993
21.5,-86.39883211632993
22.0,-86.39883211632993
22.5,-86.39883211632994
23.0,-86.39883211632993
23.5,-86.39883211632994
24.0,-86.39883211632993
24.5,-86.39883211632994
25.0,-86.39883211632994
25.5,-86.39883211632994
26.0,-86.39883211632993
26.5,-86.39883211632993
27.0,-86.39883211632994
27.5,-86.39883211632993
28.0,-86.39883211632993
28.5,-86.39883211632993
29.0,-86.39883211632993
29.5,-86.39883211632994
30.0,-86.39883211632993
30.5,-86.39883211632993
31.0,-86.39883211632993
31.5,-86.39883211632991
32.0,-86.39883211632993
32.5,-86.39883211632993
33.0,-86.39883211632993
33.5,-86.39883211632993
34.0,-86.39883211632993
34.5,-86.39883211632994
35.0,-86.39883211632994
35.5,-86.39883211632994
36.0,-86.39883211632993
36.5,-86.39883211632994
37.0,-86.39883211632994
37.5,-86.39883211632994
38.0,-86.39883211632994
38.5,-86.39883211632993
39.0,-86.39883211632993
39.5,-86.39883211632993
40.0,-86.39883211632993
40.5,-86.39883211632993
41.0,-86.39883211632994
41.5,-86.39883211632994
42.0,-86.39883211632993
42.5,-86.39883211632994
43.0,-86.39883211632993
43.5,-86.39883211632994
44.0,-86.39883211632993
44.5,-86.39883211632993
45.0,-86.39883211632994
45.5,-86.39883211632994
46.0,-86.39883211632994
46.5,-86.39883211632994
47.0,-86.39883211632993
47.5,-86.39883211632994
48.0,-86.39883211632993
48.5,-86.39883211632994
49.0,-86.39883211632994
49.5,-86.39883211632993
50.0,-86.39883211632993
50.5,-86.39883211632993
51.0,-86.39883211632994
51.5,-86.39883211632993
52.0,-86.39883211632994
52.5,-86.39883211632994
53.0,-86.39883211632993
53.5,-86.39883211632993
54.0,-86.39883211632993
54.5,-86.39883211632993
55.0,-86.39883211632993
55.5,-86.39883211632994
56.0,-86.39883211632993
56.5,-86.39883211632994
57.0,-86.39883211632993
57.5,-86.39883211632991
58.0,-86.39883211632994
58.5,-86.39883211632991
59.0,-86.39883211632993
59.5,-86.39883211632993
60.0,-86.39883211632993
60.5,-86.39883211632994
61.0,-86.39883211632993
61.5,-86.39883211632993
62.0,-86.39883211632993
62.5,-86.39883211632993
63.0,-86.39883211632994
63.5,-86.39883211632994
64.0,-86.39883211632994
64.5,-86.39883211632993
65.0,-86.39883211632993
65.5,-86.39883211632991
66.0,-86.39883211632993
66.5,-86.39883211632994
67.0,-86.39883211632991
67.5,-86.39883211632993
68.0,-86.39883211632994
68.5,-86.39883211632994
69.0,-86.39883211632994
69.5,-86.39883211632994
70.0,-86.39883211632993
70.5,-86.39883211632993
71.0,-86.39883211632994
71.5,-86.39883211632994
72.0,-86.39883211632993
72.5,-86.39883211632994
73.0,-86.39883211632994
73.5,-86.39883211632993
74.0,-86.39883211632993
74.5,-86.39883211632994
75.0,-86.39883211632993
75.5,-86.39883211632994
76.0,-86.39883211632991
76.5,-86.39883211632994
77.0,-86.39883211632994
77.5,-86.39883211632994
78.0,-86.39883211632993
78.5,-86.39883211632994
79.0,-86.39883211632993
79.5,-86.39883211632994
80.0,-86.39883211632993
80.5,-86.39883211632993
81.0,-86.39883211632994
81.5,-86.39883211632993
82.0,-86.39883211632994
82.5,-86.39883211632993
83.0,-86.39883211632994
83.5,-86.39883211632993
84.0,-86.39883211632993
84.5,-86.39883211632993
85.0,-86.39883211632993
85.5,-86.39883211632994
86.0,-86.39883211632993
86.5,-86.39883211632993
87.0,-86.39883211632994
87.5,-86.39883211632993
88.0,-86.39883211632993
88.5,-86.39883211632993
89.0,-86.39883211632993
89.5,-86.39883211632993
90.0,-86.39883211632993
90.5,-86.39883211632993
91.0,-86.39883211632993
91.5,-86.39883211632993
92.0,-86.39883211632993
92.5,-86.39883211632993
93.0,-86.39883211632993
93.5,-86.39883211632993
94.0,-86.39883211632993
94.5,-86.39883211632994
95.0,-86.39883211632993
95.5,-86.39883211632994
96.0,-86.39883211632993
96.5,-86.39883211632994
97.0,-86.39883211632993
97.5,-86.39883211632994
98.0,-86.39883211632993
98.5,-86.39883211632993
99.0,-86.39883211632994
99.5,-86.39883211632993
100.0,-86.39883211632993
100.5,-86.39883211632993
101.0,-86.39883211632994
101.5,-86.39883211632994
102.0,-86.39883211632994
102.5,-86.39883211632994
103.0,-86.39883211632994
103.5,-86.39883211632993
104.0,-86.39883211632994
104.5,-86.39883211632994
105.0,-86.39883211632993
105.5,-86.39883211632994
106.0,-86.39883211632991
106.5,-86.39883211632993
107.0,-86.39883211632994
107.5,-86.39883211632994
108.0,-86.39883211632993
108.5,-86.39883211632994
109.0,-86.39883211632993
109.5,-86.39883211632993
110.0,-86.39883211632993
110.5,-86.39883211632993
111.0,-86.39883211632993
111.5,-86.39883211632994
112.0,-86.39883211632993
112.5,-86.39883211632994
113.0,-86.39883211632993
113.5,-86.39883211632994
114.0,-86.39883211632993
114.5,-86.39883211632994
115.0,-86.39883211632993
115.5,-86.39883211632993
116.0,-86.39883211632994
116.5,-86.39883211632994
117.0,-86.39883211632994
117.5,-86.39883211632993
118.0,-86.39883211632993
118.5,-86.39883211632993
119.0,-86.39883211632993
119.5,-86.39883211632994
