,Angle
10358,-7.5
10359,-7.0
10360,-6.5
10361,-6.0
10362,-5.5
10363,-6.0
10364,-5.5
10365,-6.0
10366,-6.5
10367,-7.0
10368,-6.5
10369,-7.0
10370,-6.5
10371,-7.0
10372,-6.5
10373,-7.0
10374,-7.5
10375,-8.0
10376,-7.5
10377,-7.0
10378,-7.5
10379,-8.0
10380,-7.5
10381,-8.0
10382,-8.5
10383,-8.0
10384,-7.5
10385,-7.0
10386,-6.5
10387,-6.0
10388,-5.5
10389,-6.0
10390,-6.5
10391,-6.0
10392,-5.5
10393,-5.0
10394,-4.5
10395,-4.0
10396,-4.5
10397,-5.0
10398,-5.5
10399,-5.0
10400,-4.5
10401,-5.0
10402,-4.5
10403,-4.0
10404,-4.5
10405,-5.0
10406,-4.5
10407,-5.0
10408,-4.5
10409,-4.0
10410,-3.5
10411,-4.0
10412,-3.5
10413,-4.0
10414,-4.5
10415,-5.0
10416,-4.5
10417,-5.0
10418,-4.5
10419,-4.0
10420,-4.5
10421,-5.0
10422,-4.5
10423,-4.0
10424,-3.5
10425,-4.0
10426,-4.5
10427,-4.0
10428,-3.5
10429,-4.0
10430,-3.5
10431,-3.0
10432,-3.5
10433,-3.0
10434,-2.5
10435,-2.0
10436,-2.5
10437,-3.0
10438,-2.5
10439,-2.0
10440,-1.5
10441,-2.0
10442,-1.5
10443,-2.0
10444,-2.5
10445,-3.0
10446,-3.5
10447,-4.0
10448,-3.5
10449,-3.0
10450,-3.5
10451,-3.0
10452,-2.5
10453,-2.0
10454,-2.5
10455,-2.0
10456,-1.5
10457,-1.0
10458,-0.5
10459,0.0
10460,0.5
10461,0.0
10462,-0.5
10463,-1.0
10464,-0.5
10465,0.0
10466,0.5
10467,1.0
10468,1.5
10469,1.0
10470,1.5
10471,1.0
10472,0.5
10473,1.0
10474,0.5
10475,1.0
10476,0.5
10477,1.0
10478,1.5
10479,2.0
10480,2.5
10481,2.0
10482,1.5
10483,2.0
10484,2.5
10485,2.0
10486,1.5
10487,2.0
10488,2.5
10489,2.0
10490,2.5
10491,3.0
10492,2.5
10493,3.0
10494,3.5
10495,4.0
10496,3.5
10497,3.0
10498,3.5
10499,3.0
10500,2.5
10501,2.0
10502,2.5
10503,2.0
10504,2.5
10505,2.0
10506,2.5
10507,3.0
10508,3.5
10509,3.0
10510,3.5
10511,4.0
10512,3.5
10513,4.0
10514,3.5
10515,4.0
10516,3.5
10517,3.0
10518,3.5
10519,4.0
10520,3.5
10521,4.0
10522,4.5
10523,5.0
10524,4.5
10525,5.0
10526,4.5
10527,5.0
10528,4.5
10529,4.0
10530,4.5
10531,4.0
10532,4.5
10533,4.0
10534,4.5
10535,5.0
10536,5.5
10537,5.0
10538,4.5
10539,5.0
10540,4.5
10541,4.0
10542,4.5
10543,5.0
10544,4.5
10545,4.0
10546,4.5
10547,5.0
10548,5.5
10549,6.0
10550,5.5
10551,6.0
10552,5.5
10553,5.0
10554,4.5
10555,5.0
10556,4.5
10557,5.0
10558,4.5
10559,4.0
10560,3.5
10561,4.0
10562,4.5
10563,4.0
10564,3.5
10565,4.0
10566,4.5
10567,5.0
10568,5.5
10569,6.0
10570,5.5
10571,6.0
10572,5.5
10573,6.0
10574,6.5
10575,6.0
10576,6.5
10577,6.0
10578,6.5
10579,6.0
10580,5.5
10581,6.0
10582,5.5
10583,6.0
10584,6.5
10585,6.0
10586,6.5
10587,7.0
10588,6.5
10589,6.0
10590,6.5
10591,6.0
10592,6.5
10593,6.0
10594,6.5
10595,6.0
10596,5.5
10597,6.0
10598,5.5
10599,5.0
10600,5.5
10601,6.0
10602,5.5
10603,6.0
10604,6.5
10605,7.0
10606,6.5
10607,7.0
10608,7.5
10609,8.0
10610,8.5
10611,8.0
10612,7.5
10613,8.0
10614,7.5
10615,7.0
10616,7.5
10617,7.0
10618,7.5
10619,7.0
10620,7.5
10621,8.0
10622,7.5
10623,8.0
10624,7.5
10625,8.0
10626,8.5
10627,9.0
10628,9.5
10629,10.0
10630,10.5
10631,11.0
10632,10.5
10633,10.0
10634,10.5
10635,11.0
10636,11.5
10637,11.0
10638,11.5
10639,12.0
10640,12.5
10641,12.0
10642,12.5
10643,13.0
10644,12.5
10645,13.0
10646,13.5
10647,14.0
10648,14.5
10649,15.0
10650,14.5
10651,14.0
10652,13.5
10653,14.0
10654,14.5
10655,14.0
10656,13.5
10657,14.0
10658,13.5
10659,14.0
10660,13.5
10661,13.0
10662,12.5
10663,13.0
10664,13.5
10665,13.0
10666,13.5
10667,13.0
10668,12.5
10669,13.0
10670,12.5
10671,12.0
10672,11.5
10673,12.0
10674,12.5
10675,13.0
10676,12.5
10677,13.0
10678,12.5
10679,13.0
10680,13.5
10681,14.0
10682,14.5
10683,15.0
10684,15.5
10685,16.0
10686,16.5
10687,17.0
10688,16.5
10689,16.0
10690,16.5
10691,17.0
10692,16.5
10693,16.0
10694,16.5
10695,16.0
10696,15.5
10697,15.0
10698,15.5
10699,16.0
10700,16.5
10701,17.0
10702,17.5
10703,18.0
10704,17.5
10705,18.0
10706,18.5
10707,19.0
10708,19.5
10709,20.0
10710,19.5
10711,19.0
10712,19.5
10713,19.0
10714,18.5
10715,18.0
10716,18.5
10717,18.0
10718,17.5
10719,17.0
10720,17.5
10721,18.0
10722,18.5
10723,19.0
10724,18.5
10725,19.0
10726,18.5
10727,18.0
10728,18.5
10729,19.0
10730,19.5
10731,20.0
10732,20.5
10733,21.0
10734,20.5
10735,20.0
10736,20.5
10737,20.0
10738,19.5
10739,19.0
10740,19.5
10741,19.0
10742,19.5
10743,19.0
10744,19.5
10745,19.0
10746,19.5
10747,20.0
10748,19.5
10749,19.0
10750,18.5
10751,19.0
10752,19.5
10753,20.0
10754,20.5
10755,21.0
10756,20.5
10757,21.0
10758,21.5
10759,21.0
10760,21.5
10761,21.0
10762,20.5
10763,21.0
10764,20.5
10765,21.0
10766,20.5
10767,20.0
10768,20.5
10769,20.0
10770,20.5
10771,21.0
10772,20.5
10773,20.0
10774,19.5
10775,19.0
10776,19.5
10777,20.0
10778,20.5
10779,21.0
10780,20.5
10781,20.0
10782,20.5
10783,20.0
10784,19.5
10785,19.0
10786,19.5
10787,19.0
10788,19.5
10789,19.0
10790,18.5
10791,19.0
10792,19.5
10793,20.0
10794,19.5
10795,19.0
10796,19.5
10797,19.0
10798,18.5
10799,19.0
10800,19.5
10801,20.0
10802,20.5
10803,20.0
10804,19.5
10805,20.0
10806,19.5
10807,19.0
10808,18.5
10809,19.0
10810,18.5
10811,18.0
10812,18.5
10813,18.0
10814,17.5
10815,17.0
10816,16.5
10817,16.0
10818,16.5
10819,17.0
10820,17.5
10821,18.0
10822,18.5
10823,19.0
10824,19.5
10825,19.0
10826,18.5
10827,19.0
10828,19.5
10829,20.0
10830,20.5
10831,21.0
10832,20.5
10833,20.0
10834,20.5
10835,20.0
10836,19.5
10837,20.0
10838,19.5
10839,19.0
10840,18.5
10841,18.0
10842,18.5
10843,18.0
10844,18.5
10845,19.0
10846,19.5
10847,19.0
10848,19.5
10849,19.0
10850,18.5
10851,18.0
10852,18.5
10853,18.0
10854,18.5
10855,18.0
10856,17.5
10857,18.0
10858,17.5
10859,17.0
10860,16.5
10861,16.0
10862,15.5
10863,15.0
10864,14.5
10865,15.0
10866,15.5
10867,16.0
10868,16.5
10869,16.0
10870,15.5
10871,16.0
10872,15.5
10873,16.0
10874,15.5
10875,15.0
10876,15.5
10877,15.0
10878,14.5
10879,14.0
10880,14.5
10881,15.0
10882,15.5
10883,16.0
10884,16.5
10885,16.0
10886,16.5
10887,16.0
10888,16.5
10889,17.0
10890,16.5
10891,16.0
10892,16.5
10893,17.0
10894,16.5
10895,16.0
10896,16.5
10897,16.0
10898,15.5
10899,15.0
10900,14.5
10901,14.0
10902,14.5
10903,15.0
10904,14.5
10905,14.0
10906,13.5
10907,13.0
10908,13.5
10909,13.0
10910,12.5
10911,12.0
10912,11.5
10913,11.0
10914,10.5
10915,10.0
10916,10.5
10917,10.0
10918,9.5
10919,10.0
10920,9.5
10921,9.0
10922,8.5
10923,8.0
10924,7.5
10925,7.0
10926,7.5
10927,7.0
10928,7.5
10929,7.0
10930,6.5
10931,7.0
10932,6.5
10933,7.0
10934,6.5
10935,7.0
10936,6.5
10937,6.0
10938,5.5
10939,5.0
10940,4.5
10941,4.0
10942,3.5
10943,4.0
10944,4.5
10945,5.0
10946,5.5
10947,5.0
10948,5.5
10949,5.0
10950,5.5
10951,5.0
10952,5.5
10953,5.0
10954,5.5
10955,5.0
10956,5.5
10957,6.0
10958,5.5
10959,5.0
10960,5.5
10961,5.0
10962,5.5
10963,6.0
10964,6.5
10965,7.0
10966,7.5
10967,7.0
10968,6.5
10969,6.0
10970,6.5
10971,7.0
10972,7.5
10973,8.0
10974,7.5
10975,7.0
10976,7.5
10977,7.0
10978,6.5
10979,7.0
10980,7.5
10981,8.0
10982,7.5
10983,8.0
10984,7.5
10985,7.0
10986,7.5
10987,8.0
10988,7.5
10989,8.0
10990,8.5
10991,8.0
10992,7.5
10993,8.0
10994,8.5
10995,9.0
10996,9.5
10997,10.0
10998,9.5
10999,10.0
11000,10.5
11001,11.0
11002,10.5
11003,11.0
11004,10.5
11005,10.0
11006,10.5
11007,11.0
11008,11.5
11009,12.0
11010,12.5
11011,13.0
11012,13.5
11013,13.0
11014,12.5
11015,12.0
11016,12.5
11017,13.0
11018,13.5
11019,14.0
11020,14.5
11021,14.0
11022,14.5
11023,15.0
11024,15.5
11025,15.0
11026,15.5
11027,16.0
11028,16.5
11029,16.0
11030,16.5
11031,16.0
11032,15.5
11033,16.0
11034,16.5
11035,16.0
11036,16.5
11037,16.0
11038,16.5
11039,16.0
11040,15.5
11041,15.0
11042,14.5
11043,14.0
11044,13.5
11045,13.0
11046,13.5
11047,13.0
11048,13.5
11049,13.0
11050,12.5
11051,12.0
11052,12.5
11053,12.0
11054,11.5
11055,11.0
11056,10.5
11057,10.0
11058,10.5
11059,11.0
11060,10.5
11061,10.0
11062,10.5
11063,10.0
11064,9.5
11065,10.0
11066,9.5
11067,9.0
11068,8.5
11069,8.0
11070,7.5
11071,8.0
11072,7.5
11073,8.0
11074,7.5
11075,8.0
11076,7.5
11077,7.0
11078,7.5
11079,8.0
11080,8.5
11081,8.0
11082,7.5
11083,8.0
11084,8.5
11085,9.0
11086,8.5
11087,9.0
11088,8.5
11089,8.0
11090,8.5
11091,8.0
11092,8.5
11093,8.0
11094,7.5
11095,7.0
11096,6.5
11097,7.0
11098,6.5
11099,6.0
11100,5.5
11101,6.0
11102,6.5
11103,7.0
11104,6.5
11105,7.0
11106,6.5
11107,7.0
11108,6.5
11109,6.0
11110,5.5
11111,5.0
11112,5.5
11113,5.0
11114,4.5
11115,5.0
11116,4.5
11117,5.0
11118,5.5
11119,6.0
11120,6.5
11121,6.0
11122,6.5
11123,6.0
11124,5.5
11125,6.0
11126,5.5
11127,5.0
11128,5.5
11129,5.0
11130,5.5
11131,5.0
11132,4.5
11133,5.0
11134,5.5
11135,5.0
11136,4.5
11137,5.0
11138,4.5
11139,4.0
11140,4.5
11141,5.0
11142,4.5
11143,5.0
11144,4.5
11145,4.0
11146,4.5
11147,4.0
11148,4.5
11149,4.0
11150,3.5
11151,3.0
11152,3.5
11153,4.0
11154,4.5
11155,4.0
11156,4.5
11157,4.0
11158,4.5
11159,4.0
11160,3.5
11161,3.0
11162,3.5
11163,4.0
11164,3.5
11165,3.0
11166,3.5
11167,4.0
11168,4.5
11169,5.0
11170,5.5
11171,5.0
11172,4.5
11173,5.0
11174,5.5
11175,6.0
11176,5.5
11177,5.0
11178,5.5
11179,6.0
11180,5.5
11181,6.0
11182,5.5
11183,6.0
11184,5.5
11185,5.0
11186,5.5
11187,5.0
11188,4.5
11189,5.0
11190,5.5
11191,6.0
11192,6.5
11193,6.0
11194,5.5
11195,6.0
11196,6.5
11197,6.0
11198,5.5
11199,6.0
11200,5.5
11201,5.0
11202,5.5
11203,6.0
11204,6.5
11205,7.0
11206,7.5
11207,8.0
11208,7.5
11209,7.0
11210,6.5
11211,7.0
11212,7.5
11213,7.0
11214,6.5
11215,6.0
11216,6.5
11217,6.0
11218,5.5
11219,6.0
11220,6.5
11221,7.0
11222,7.5
11223,7.0
11224,6.5
11225,6.0
11226,5.5
11227,5.0
11228,5.5
11229,5.0
11230,4.5
11231,5.0
11232,4.5
11233,5.0
11234,5.5
11235,5.0
11236,5.5
11237,6.0
11238,5.5
11239,5.0
11240,5.5
11241,5.0
11242,5.5
11243,6.0
11244,6.5
11245,7.0
11246,6.5
11247,7.0
11248,7.5
11249,8.0
11250,7.5
11251,8.0
11252,8.5
11253,8.0
11254,7.5
11255,8.0
11256,7.5
11257,8.0
11258,7.5
11259,8.0
11260,8.5
11261,8.0
11262,7.5
11263,8.0
11264,7.5
11265,7.0
11266,6.5
11267,7.0
11268,6.5
11269,7.0
11270,7.5
11271,7.0
11272,6.5
11273,7.0
11274,6.5
11275,6.0
11276,6.5
11277,7.0
11278,7.5
11279,8.0
11280,8.5
11281,9.0
11282,8.5
11283,8.0
11284,8.5
11285,9.0
11286,8.5
11287,8.0
11288,8.5
11289,8.0
11290,8.5
11291,8.0
11292,7.5
11293,7.0
11294,7.5
11295,8.0
11296,8.5
11297,9.0
11298,9.5
11299,9.0
11300,9.5
11301,10.0
11302,9.5
11303,10.0
11304,10.5
11305,10.0
11306,9.5
11307,9.0
11308,9.5
11309,10.0
11310,10.5
11311,11.0
11312,11.5
11313,12.0
11314,11.5
11315,12.0
11316,11.5
11317,11.0
11318,10.5
11319,11.0
11320,11.5
11321,12.0
11322,11.5
11323,11.0
11324,11.5
11325,11.0
11326,11.5
11327,11.0
11328,11.5
11329,11.0
11330,10.5
11331,10.0
11332,10.5
11333,10.0
11334,10.5
11335,11.0
11336,11.5
11337,11.0
11338,10.5
11339,11.0
11340,11.5
11341,11.0
11342,11.5
11343,12.0
11344,12.5
11345,12.0
11346,12.5
11347,13.0
11348,13.5
11349,14.0
11350,14.5
11351,15.0
11352,15.5
11353,16.0
11354,15.5
11355,16.0
11356,15.5
11357,16.0
11358,15.5
11359,15.0
11360,14.5
11361,14.0
11362,14.5
11363,15.0
11364,15.5
11365,15.0
11366,15.5
11367,16.0
11368,16.5
11369,16.0
11370,15.5
11371,15.0
11372,14.5
11373,15.0
11374,14.5
11375,14.0
11376,13.5
11377,13.0
11378,13.5
11379,14.0
11380,14.5
11381,15.0
11382,15.5
11383,15.0
11384,15.5
11385,16.0
11386,16.5
11387,16.0
11388,16.5
11389,17.0
11390,17.5
11391,17.0
11392,17.5
11393,18.0
11394,17.5
11395,17.0
11396,16.5
11397,17.0
11398,17.5
11399,18.0
11400,17.5
11401,18.0
11402,17.5
11403,18.0
11404,18.5
11405,18.0
11406,18.5
11407,19.0
11408,19.5
11409,19.0
11410,18.5
11411,19.0
11412,18.5
11413,19.0
11414,19.5
11415,20.0
11416,19.5
11417,19.0
11418,18.5
11419,19.0
11420,18.5
11421,18.0
11422,17.5
11423,17.0
11424,16.5
11425,17.0
11426,17.5
11427,18.0
11428,17.5
11429,17.0
11430,17.5
11431,17.0
11432,17.5
11433,17.0
11434,16.5
11435,17.0
11436,16.5
11437,17.0
11438,17.5
11439,18.0
11440,17.5
11441,18.0
11442,17.5
11443,18.0
11444,18.5
11445,18.0
11446,18.5
11447,19.0
11448,19.5
11449,20.0
11450,19.5
11451,19.0
11452,19.5
11453,20.0
11454,19.5
11455,19.0
11456,18.5
11457,18.0
11458,17.5
11459,17.0
11460,17.5
11461,18.0
11462,18.5
11463,19.0
11464,18.5
11465,18.0
11466,17.5
11467,18.0
11468,18.5
11469,19.0
11470,18.5
11471,19.0
11472,18.5
11473,19.0
11474,18.5
11475,18.0
11476,17.5
11477,17.0
11478,16.5
11479,17.0
11480,17.5
11481,17.0
11482,16.5
11483,16.0
11484,16.5
11485,16.0
11486,16.5
11487,16.0
11488,15.5
11489,15.0
11490,15.5
11491,16.0
11492,16.5
11493,16.0
11494,15.5
11495,16.0
11496,15.5
11497,16.0
11498,16.5
11499,17.0
11500,17.5
11501,17.0
11502,17.5
11503,17.0
11504,17.5
11505,18.0
11506,17.5
11507,18.0
11508,18.5
11509,18.0
11510,18.5
11511,18.0
11512,18.5
11513,18.0
11514,18.5
11515,19.0
11516,18.5
11517,18.0
11518,17.5
11519,17.0
11520,16.5
11521,16.0
11522,16.5
11523,17.0
11524,16.5
11525,17.0
11526,16.5
11527,16.0
11528,15.5
11529,16.0
11530,15.5
11531,15.0
11532,14.5
11533,14.0
11534,14.5
11535,14.0
11536,13.5
11537,14.0
11538,14.5
11539,15.0
11540,14.5
11541,14.0
11542,13.5
11543,13.0
11544,13.5
11545,13.0
11546,13.5
11547,13.0
11548,12.5
11549,13.0
11550,12.5
11551,12.0
11552,12.5
11553,13.0
11554,13.5
11555,13.0
11556,12.5
11557,12.0
11558,12.5
11559,12.0
11560,11.5
11561,11.0
11562,10.5
11563,11.0
11564,11.5
11565,12.0
11566,12.5
11567,12.0
11568,12.5
11569,13.0
11570,13.5
11571,13.0
11572,12.5
11573,12.0
11574,12.5
11575,12.0
11576,12.5
11577,12.0
11578,12.5
11579,12.0
11580,12.5
11581,13.0
11582,12.5
11583,12.0
11584,11.5
11585,12.0
11586,12.5
11587,13.0
11588,12.5
11589,12.0
11590,12.5
11591,13.0
11592,13.5
11593,14.0
11594,14.5
11595,15.0
11596,14.5
11597,15.0
11598,14.5
11599,14.0
11600,13.5
11601,14.0
11602,13.5
11603,14.0
11604,14.5
11605,14.0
11606,14.5
11607,15.0
11608,14.5
11609,15.0
11610,14.5
11611,15.0
11612,14.5
11613,15.0
11614,14.5
11615,14.0
11616,13.5
11617,13.0
11618,12.5
11619,12.0
11620,11.5
11621,12.0
11622,12.5
11623,12.0
11624,12.5
11625,12.0
11626,12.5
11627,12.0
11628,12.5
11629,13.0
11630,13.5
11631,14.0
11632,13.5
11633,13.0
11634,13.5
11635,13.0
11636,13.5
11637,14.0
11638,14.5
11639,15.0
11640,15.5
11641,15.0
11642,14.5
11643,15.0
11644,14.5
11645,15.0
11646,15.5
11647,16.0
11648,16.5
11649,16.0
11650,15.5
11651,16.0
11652,16.5
11653,17.0
11654,17.5
11655,18.0
11656,17.5
11657,17.0
11658,17.5
11659,17.0
11660,16.5
11661,17.0
11662,17.5
11663,17.0
11664,17.5
11665,18.0
11666,17.5
11667,17.0
11668,16.5
11669,17.0
11670,17.5
11671,17.0
11672,17.5
11673,18.0
11674,17.5
11675,18.0
11676,18.5
11677,19.0
11678,18.5
11679,19.0
11680,19.5
11681,19.0
11682,19.5
11683,19.0
11684,18.5
11685,19.0
11686,18.5
11687,18.0
11688,18.5
11689,18.0
11690,18.5
11691,19.0
11692,19.5
11693,19.0
11694,18.5
11695,19.0
11696,19.5
11697,19.0
11698,19.5
11699,20.0
11700,19.5
11701,20.0
11702,20.5
11703,20.0
11704,19.5
11705,20.0
11706,20.5
11707,20.0
11708,19.5
11709,19.0
11710,19.5
11711,20.0
11712,19.5
11713,19.0
11714,19.5
11715,20.0
11716,20.5
11717,21.0
11718,21.5
11719,21.0
11720,21.5
11721,21.0
11722,21.5
11723,22.0
11724,21.5
11725,22.0
11726,22.5
11727,22.0
11728,21.5
11729,21.0
11730,20.5
11731,20.0
11732,19.5
11733,20.0
11734,20.5
11735,20.0
11736,19.5
11737,19.0
11738,19.5
11739,19.0
11740,18.5
11741,19.0
11742,19.5
11743,19.0
11744,18.5
11745,18.0
11746,17.5
11747,17.0
11748,16.5
11749,17.0
11750,16.5
11751,17.0
11752,17.5
11753,18.0
11754,17.5
11755,17.0
11756,17.5
11757,17.0
11758,16.5
11759,16.0
11760,16.5
11761,16.0
11762,15.5
11763,16.0
11764,15.5
11765,16.0
11766,15.5
11767,15.0
11768,14.5
11769,15.0
11770,14.5
11771,14.0
11772,13.5
11773,14.0
11774,14.5
11775,15.0
11776,14.5
11777,14.0
11778,13.5
11779,14.0
11780,14.5
11781,14.0
11782,13.5
11783,14.0
11784,14.5
11785,14.0
11786,14.5
11787,14.0
11788,13.5
11789,13.0
11790,12.5
11791,12.0
11792,11.5
11793,11.0
11794,11.5
11795,11.0
11796,10.5
11797,11.0
11798,11.5
11799,12.0
11800,12.5
11801,12.0
11802,12.5
11803,13.0
11804,12.5
11805,13.0
11806,13.5
11807,13.0
11808,12.5
11809,12.0
11810,11.5
11811,12.0
11812,11.5
11813,12.0
11814,11.5
11815,11.0
11816,11.5
11817,11.0
11818,10.5
11819,11.0
11820,11.5
11821,11.0
11822,10.5
11823,10.0
11824,9.5
11825,10.0
11826,10.5
11827,10.0
11828,9.5
11829,9.0
11830,9.5
11831,10.0
11832,10.5
11833,10.0
11834,9.5
11835,9.0
11836,8.5
11837,9.0
11838,8.5
11839,8.0
11840,8.5
11841,9.0
11842,8.5
11843,9.0
11844,8.5
11845,9.0
11846,9.5
11847,10.0
11848,9.5
11849,10.0
11850,9.5
11851,10.0
11852,10.5
11853,10.0
11854,10.5
11855,10.0
11856,9.5
11857,10.0
11858,9.5
11859,9.0
11860,9.5
11861,10.0
11862,9.5
11863,9.0
11864,9.5
11865,9.0
11866,8.5
11867,8.0
11868,7.5
11869,7.0
11870,6.5
11871,7.0
11872,7.5
11873,8.0
11874,8.5
11875,9.0
11876,9.5
11877,10.0
11878,9.5
11879,10.0
11880,9.5
11881,9.0
11882,9.5
11883,10.0
11884,10.5
11885,11.0
11886,11.5
11887,11.0
11888,10.5
11889,11.0
11890,11.5
11891,12.0
11892,12.5
11893,12.0
11894,11.5
11895,11.0
11896,10.5
11897,11.0
11898,10.5
11899,10.0
11900,10.5
11901,10.0
11902,9.5
11903,10.0
11904,9.5
11905,9.0
11906,9.5
11907,9.0
11908,8.5
11909,9.0
11910,8.5
11911,9.0
11912,8.5
11913,8.0
11914,7.5
11915,7.0
11916,7.5
11917,7.0
11918,7.5
11919,8.0
11920,8.5
11921,9.0
11922,8.5
11923,8.0
11924,7.5
11925,8.0
11926,8.5
11927,8.0
11928,8.5
11929,9.0
11930,9.5
11931,9.0
11932,8.5
11933,8.0
11934,7.5
11935,8.0
