,Energy
0.0,-43.199056055781064
0.5,-43.19905605578106
1.0,-43.199056055781064
1.5,-43.199056055781064
2.0,-43.199056055781064
2.5,-43.19905605578106
3.0,-43.199056055781064
3.5,-43.199056055781064
4.0,-43.199056055781064
4.5,-43.19905605578106
5.0,-43.199056055781064
5.5,-43.199056055781064
6.0,-43.19905605578107
6.5,-43.19905605578106
7.0,-43.19905605578106
7.5,-43.19905605578106
8.0,-43.19905605578106
8.5,-43.199056055781064
9.0,-43.19905605578106
9.5,-43.199056055781064
10.0,-43.199056055781064
10.5,-43.199056055781064
11.0,-43.19905605578107
11.5,-43.19905605578107
12.0,-43.199056055781064
12.5,-43.19905605578106
13.0,-43.19905605578106
13.5,-43.19905605578106
14.0,-43.199056055781064
14.5,-43.199056055781064
15.0,-43.19905605578107
15.5,-43.19905605578106
16.0,-43.19905605578106
16.5,-43.199056055781064
17.0,-43.19905605578106
17.5,-43.19905605578106
18.0,-43.199056055781064
18.5,-43.19905605578106
19.0,-43.19905605578106
19.5,-43.19905605578106
20.0,-43.19905605578106
20.5,-43.19905605578107
21.0,-43.19905605578106
21.5,-43.19905605578107
22.0,-43.199056055781064
22.5,-43.199056055781064
23.0,-43.19905605578106
23.5,-43.199056055781064
24.0,-43.19905605578106
24.5,-43.19905605578106
25.0,-43.199056055781064
25.5,-43.19905605578106
26.0,-43.199056055781064
26.5,-43.19905605578107
27.0,-43.199056055781064
27.5,-43.19905605578106
28.0,-43.199056055781064
28.5,-43.19905605578106
29.0,-43.199056055781064
29.5,-43.199056055781064
30.0,-43.199056055781064
30.5,-43.199056055781064
31.0,-43.199056055781064
31.5,-43.19905605578106
32.0,-43.199056055781064
32.5,-43.19905605578106
33.0,-43.199056055781064
33.5,-43.199056055781064
34.0,-43.199056055781064
34.5,-43.19905605578106
35.0,-43.199056055781064
35.5,-43.19905605578106
36.0,-43.19905605578106
36.5,-43.19905605578106
37.0,-43.19905605578106
37.5,-43.199056055781064
38.0,-43.199056055781064
38.5,-43.19905605578107
39.0,-43.19905605578106
39.5,-43.199056055781064
40.0,-43.199056055781064
40.5,-43.19905605578106
41.0,-43.19905605578106
41.5,-43.19905605578106
42.0,-43.199056055781064
42.5,-43.19905605578106
43.0,-43.19905605578106
43.5,-43.199056055781064
44.0,-43.19905605578106
44.5,-43.19905605578106
45.0,-43.19905605578107
45.5,-43.199056055781064
46.0,-43.199056055781064
46.5,-43.19905605578106
47.0,-43.19905605578106
47.5,-43.199056055781064
48.0,-43.199056055781064
48.5,-43.19905605578107
49.0,-43.19905605578107
49.5,-43.199056055781064
50.0,-43.199056055781064
50.5,-43.199056055781064
51.0,-43.19905605578106
51.5,-43.199056055781064
52.0,-43.19905605578106
52.5,-43.19905605578107
53.0,-43.19905605578106
53.5,-43.19905605578106
54.0,-43.19905605578107
54.5,-43.199056055781064
55.0,-43.199056055781064
55.5,-43.19905605578106
56.0,-43.199056055781064
56.5,-43.199056055781064
57.0,-43.199056055781064
57.5,-43.19905605578106
58.0,-43.199056055781064
58.5,-43.199056055781064
59.0,-43.199056055781064
59.5,-43.19905605578106
60.0,-43.199056055781064
60.5,-43.199056055781064
61.0,-43.199056055781064
61.5,-43.19905605578106
62.0,-43.19905605578107
62.5,-43.19905605578106
63.0,-43.199056055781064
63.5,-43.19905605578106
64.0,-43.199056055781064
64.5,-43.19905605578106
65.0,-43.199056055781064
65.5,-43.199056055781064
66.0,-43.19905605578106
66.5,-43.199056055781064
67.0,-43.19905605578107
67.5,-43.19905605578106
68.0,-43.199056055781064
68.5,-43.19905605578106
69.0,-43.19905605578106
69.5,-43.199056055781064
70.0,-43.19905605578107
70.5,-43.199056055781064
71.0,-43.199056055781064
71.5,-43.199056055781064
72.0,-43.19905605578107
72.5,-43.199056055781064
73.0,-43.199056055781064
73.5,-43.199056055781064
74.0,-43.199056055781064
74.5,-43.199056055781064
75.0,-43.19905605578106
75.5,-43.199056055781064
76.0,-43.199056055781064
76.5,-43.19905605578106
77.0,-43.19905605578106
77.5,-43.19905605578106
78.0,-43.199056055781064
