,Angle
10230,9.5
10231,9.0
10232,9.5
10233,10.0
10234,10.5
10235,10.0
10236,10.5
10237,11.0
10238,11.5
10239,12.0
10240,11.5
10241,12.0
10242,12.5
10243,12.0
10244,11.5
10245,11.0
10246,11.5
10247,11.0
10248,11.5
10249,11.0
10250,11.5
10251,12.0
10252,11.5
10253,12.0
10254,12.5
10255,12.0
10256,12.5
10257,12.0
10258,12.5
10259,12.0
10260,11.5
10261,11.0
10262,10.5
10263,10.0
10264,10.5
10265,11.0
10266,10.5
10267,11.0
10268,11.5
10269,11.0
10270,10.5
10271,10.0
10272,9.5
10273,10.0
10274,9.5
10275,9.0
10276,8.5
10277,9.0
10278,9.5
10279,9.0
10280,9.5
10281,9.0
10282,8.5
10283,9.0
10284,8.5
10285,8.0
10286,7.5
10287,7.0
10288,6.5
10289,6.0
10290,5.5
10291,6.0
10292,5.5
10293,5.0
10294,4.5
10295,4.0
10296,4.5
10297,5.0
10298,4.5
10299,4.0
10300,3.5
10301,4.0
10302,3.5
10303,3.0
10304,3.5
10305,4.0
10306,3.5
10307,3.0
10308,2.5
10309,3.0
10310,2.5
10311,3.0
10312,2.5
10313,3.0
10314,3.5
10315,3.0
10316,2.5
10317,3.0
10318,2.5
10319,2.0
10320,2.5
10321,3.0
10322,3.5
10323,3.0
10324,3.5
10325,4.0
10326,3.5
10327,3.0
10328,3.5
10329,4.0
10330,3.5
10331,3.0
10332,3.5
10333,3.0
10334,2.5
10335,3.0
10336,3.5
10337,3.0
10338,2.5
10339,2.0
10340,2.5
10341,2.0
10342,2.5
10343,2.0
10344,1.5
10345,1.0
10346,1.5
10347,1.0
10348,0.5
10349,0.0
10350,-0.5
10351,-1.0
10352,-1.5
10353,-1.0
10354,-1.5
10355,-1.5
10356,-1.0
10357,-0.5
10358,-1.0
10359,-0.5
10360,-1.0
10361,-0.5
10362,0.0
10363,-0.5
10364,-1.0
10365,-0.5
10366,-1.0
10367,-1.5
10368,-2.0
10369,-2.5
10370,-3.0
10371,-2.5
10372,-3.0
10373,-2.5
10374,-2.0
10375,-1.5
10376,-1.0
10377,-1.5
10378,-2.0
10379,-2.5
10380,-3.0
10381,-3.5
10382,-3.0
10383,-3.5
10384,-3.0
10385,-2.5
10386,-2.0
10387,-2.5
10388,-2.0
10389,-1.5
10390,-2.0
10391,-2.5
10392,-3.0
10393,-2.5
10394,-3.0
10395,-2.5
10396,-3.0
10397,-3.5
10398,-3.0
10399,-3.5
10400,-3.0
10401,-2.5
10402,-3.0
10403,-2.5
10404,-3.0
10405,-3.5
10406,-4.0
10407,-3.5
10408,-4.0
10409,-3.5
10410,-4.0
10411,-3.5
10412,-3.0
10413,-2.5
10414,-2.0
10415,-1.5
10416,-1.0
10417,-0.5
10418,0.0
10419,0.5
10420,0.0
10421,0.5
10422,1.0
10423,0.5
10424,1.0
10425,1.5
10426,1.0
10427,0.5
10428,0.0
10429,-0.5
10430,-1.0
10431,-1.5
10432,-2.0
10433,-1.5
10434,-2.0
10435,-2.5
10436,-3.0
10437,-3.5
10438,-3.0
10439,-2.5
10440,-2.0
10441,-1.5
10442,-2.0
10443,-1.5
10444,-2.0
10445,-2.5
10446,-2.0
10447,-1.5
10448,-1.0
10449,-1.5
10450,-2.0
10451,-2.5
10452,-2.0
10453,-1.5
10454,-2.0
10455,-2.5
10456,-2.0
10457,-2.5
10458,-2.0
10459,-1.5
10460,-1.0
10461,-0.5
10462,-1.0
10463,-1.5
10464,-2.0
10465,-2.5
10466,-3.0
10467,-2.5
10468,-2.0
10469,-2.5
10470,-2.0
10471,-1.5
10472,-1.0
10473,-1.5
10474,-2.0
10475,-2.5
10476,-3.0
10477,-2.5
10478,-3.0
10479,-3.5
10480,-4.0
10481,-4.5
10482,-5.0
10483,-5.5
10484,-6.0
10485,-6.5
10486,-7.0
10487,-6.5
10488,-6.0
10489,-6.5
10490,-6.0
10491,-6.5
10492,-7.0
10493,-6.5
10494,-7.0
10495,-7.5
10496,-8.0
10497,-8.5
10498,-8.0
10499,-7.5
10500,-8.0
10501,-8.5
10502,-9.0
10503,-8.5
10504,-8.0
10505,-8.5
10506,-8.0
10507,-8.5
10508,-9.0
10509,-9.5
10510,-10.0
10511,-9.5
10512,-9.0
10513,-9.5
10514,-10.0
10515,-9.5
10516,-10.0
10517,-9.5
10518,-9.0
10519,-8.5
10520,-9.0
10521,-9.5
10522,-9.0
10523,-9.5
10524,-9.0
10525,-9.5
10526,-9.0
10527,-9.5
10528,-10.0
10529,-10.5
10530,-11.0
10531,-11.5
10532,-11.0
10533,-11.5
10534,-11.0
10535,-10.5
10536,-11.0
10537,-10.5
10538,-11.0
10539,-11.5
10540,-11.0
10541,-10.5
10542,-10.0
10543,-9.5
10544,-10.0
10545,-9.5
10546,-10.0
10547,-9.5
10548,-10.0
10549,-9.5
10550,-9.0
10551,-9.5
10552,-9.0
10553,-9.5
10554,-10.0
10555,-10.5
10556,-10.0
10557,-9.5
10558,-9.0
10559,-9.0
10560,-8.5
10561,-9.0
10562,-8.5
10563,-9.0
10564,-9.5
10565,-10.0
10566,-9.5
10567,-9.0
10568,-9.5
10569,-10.0
10570,-9.5
10571,-10.0
10572,-9.5
10573,-10.0
10574,-10.5
10575,-11.0
10576,-10.5
10577,-11.0
10578,-11.5
10579,-11.0
10580,-11.5
10581,-12.0
10582,-12.5
10583,-13.0
10584,-12.5
10585,-12.0
10586,-11.5
10587,-12.0
10588,-12.5
10589,-12.0
10590,-12.5
10591,-12.0
10592,-12.5
10593,-12.0
10594,-11.5
10595,-12.0
10596,-12.5
10597,-13.0
10598,-12.5
10599,-13.0
10600,-13.5
10601,-14.0
10602,-14.5
10603,-15.0
10604,-15.5
10605,-15.0
10606,-14.5
10607,-14.0
10608,-14.5
10609,-15.0
10610,-15.5
10611,-16.0
10612,-16.5
10613,-16.0
10614,-16.5
10615,-16.0
10616,-15.5
10617,-15.0
10618,-15.5
10619,-16.0
10620,-16.5
10621,-17.0
10622,-17.5
10623,-17.0
10624,-16.5
10625,-16.0
10626,-16.5
10627,-16.0
10628,-16.5
10629,-17.0
10630,-16.5
10631,-17.0
10632,-17.5
10633,-18.0
10634,-18.5
10635,-18.0
10636,-17.5
10637,-18.0
10638,-17.5
10639,-18.0
10640,-17.5
10641,-18.0
10642,-17.5
10643,-17.0
10644,-16.5
10645,-16.0
10646,-15.5
10647,-15.0
10648,-14.5
10649,-15.0
10650,-15.5
10651,-16.0
10652,-16.5
10653,-17.0
10654,-17.5
10655,-18.0
10656,-17.5
10657,-18.0
10658,-18.5
10659,-19.0
10660,-19.5
10661,-20.0
10662,-20.5
10663,-21.0
10664,-20.5
10665,-21.0
10666,-20.5
10667,-20.0
10668,-19.5
10669,-20.0
10670,-20.5
10671,-21.0
10672,-21.5
10673,-21.0
10674,-20.5
10675,-20.0
10676,-20.5
10677,-21.0
10678,-20.5
10679,-21.0
10680,-20.5
10681,-20.0
10682,-19.5
10683,-20.0
10684,-20.5
10685,-21.0
10686,-21.5
10687,-22.0
10688,-22.5
10689,-23.0
10690,-22.5
10691,-23.0
10692,-22.5
10693,-23.0
10694,-22.5
10695,-22.0
10696,-21.5
10697,-21.0
10698,-20.5
10699,-20.0
10700,-20.5
10701,-21.0
10702,-21.5
10703,-21.0
10704,-21.5
10705,-21.5
10706,-21.0
10707,-20.5
10708,-20.5
10709,-20.0
10710,-20.5
10711,-21.0
10712,-21.5
10713,-21.0
10714,-21.5
10715,-22.0
10716,-21.5
10717,-22.0
10718,-22.5
10719,-23.0
10720,-22.5
10721,-22.0
10722,-21.5
10723,-21.0
10724,-20.5
10725,-21.0
10726,-20.5
10727,-20.0
10728,-20.5
10729,-20.0
10730,-20.5
10731,-21.0
10732,-21.5
10733,-21.0
10734,-20.5
10735,-21.0
10736,-20.5
10737,-20.0
10738,-20.5
10739,-20.0
10740,-20.0
10741,-20.5
10742,-20.0
10743,-19.5
10744,-19.0
10745,-18.5
10746,-18.0
10747,-17.5
10748,-17.0
10749,-16.5
10750,-17.0
10751,-17.5
10752,-17.0
10753,-16.5
10754,-17.0
10755,-16.5
10756,-16.0
10757,-16.0
10758,-15.5
10759,-15.0
10760,-15.5
10761,-15.0
10762,-15.5
10763,-16.0
10764,-15.5
10765,-16.0
10766,-16.5
10767,-16.0
10768,-16.5
10769,-16.0
10770,-15.5
10771,-15.0
10772,-15.5
10773,-15.0
10774,-15.5
10775,-16.0
10776,-15.5
10777,-16.0
10778,-15.5
10779,-15.0
10780,-14.5
10781,-15.0
10782,-14.5
10783,-14.0
10784,-14.5
10785,-14.0
10786,-13.5
10787,-14.0
10788,-13.5
10789,-13.0
10790,-13.5
10791,-14.0
10792,-14.5
10793,-14.0
10794,-14.5
10795,-15.0
10796,-15.5
10797,-16.0
10798,-15.5
10799,-16.0
10800,-16.5
10801,-16.0
10802,-16.5
10803,-17.0
10804,-16.5
10805,-16.0
10806,-16.5
10807,-17.0
10808,-16.5
10809,-17.0
10810,-17.5
10811,-18.0
10812,-17.5
10813,-17.0
10814,-17.5
10815,-17.0
10816,-16.5
10817,-16.0
10818,-15.5
10819,-15.5
10820,-16.0
10821,-16.5
10822,-16.0
10823,-15.5
10824,-15.0
10825,-15.5
10826,-15.0
10827,-14.5
10828,-15.0
10829,-14.5
10830,-15.0
10831,-15.5
10832,-15.0
10833,-14.5
10834,-15.0
10835,-15.5
10836,-16.0
10837,-16.5
10838,-16.0
10839,-15.5
10840,-16.0
10841,-16.5
10842,-16.0
10843,-15.5
10844,-16.0
10845,-15.5
10846,-16.0
10847,-15.5
10848,-15.0
10849,-15.5
10850,-16.0
10851,-15.5
10852,-15.0
10853,-14.5
10854,-15.0
10855,-14.5
10856,-15.0
10857,-14.5
10858,-14.0
10859,-13.5
10860,-13.0
10861,-13.5
10862,-14.0
10863,-14.5
10864,-15.0
10865,-15.5
10866,-16.0
10867,-15.5
10868,-16.0
10869,-16.5
10870,-16.0
10871,-16.5
10872,-17.0
10873,-17.5
10874,-17.0
10875,-16.5
10876,-16.0
10877,-15.5
10878,-16.0
10879,-16.5
10880,-17.0
10881,-16.5
10882,-17.0
10883,-17.5
10884,-18.0
10885,-18.5
10886,-19.0
10887,-19.5
10888,-20.0
10889,-19.5
10890,-19.0
10891,-18.5
10892,-18.5
10893,-19.0
10894,-19.5
10895,-20.0
10896,-19.5
10897,-19.0
10898,-19.0
10899,-19.5
10900,-19.0
10901,-18.5
10902,-18.0
10903,-18.5
10904,-19.0
10905,-18.5
10906,-18.0
10907,-18.5
10908,-19.0
10909,-18.5
10910,-18.0
10911,-18.5
10912,-19.0
10913,-19.5
10914,-19.5
10915,-19.0
10916,-18.5
10917,-18.0
10918,-17.5
10919,-18.0
10920,-18.5
10921,-19.0
10922,-18.5
10923,-18.0
10924,-18.5
10925,-18.0
10926,-17.5
10927,-18.0
10928,-17.5
10929,-17.0
10930,-17.5
10931,-17.0
10932,-16.5
10933,-17.0
10934,-17.5
10935,-18.0
10936,-18.5
10937,-18.0
10938,-18.5
10939,-18.0
10940,-18.5
10941,-18.0
10942,-17.5
10943,-18.0
10944,-18.5
10945,-19.0
10946,-18.5
10947,-18.0
10948,-17.5
10949,-18.0
10950,-18.5
10951,-19.0
10952,-18.5
10953,-19.0
10954,-18.5
10955,-19.0
10956,-19.5
10957,-20.0
10958,-19.5
10959,-19.0
10960,-18.5
10961,-19.0
10962,-19.5
10963,-20.0
10964,-20.5
10965,-21.0
10966,-20.5
10967,-21.0
10968,-21.5
10969,-22.0
10970,-22.5
10971,-22.0
10972,-22.5
10973,-22.0
10974,-22.5
10975,-22.0
10976,-22.5
10977,-23.0
10978,-22.5
10979,-22.0
10980,-22.5
10981,-22.0
10982,-22.5
10983,-22.0
10984,-22.5
10985,-23.0
10986,-22.5
10987,-23.0
10988,-23.5
10989,-23.5
10990,-24.0
10991,-23.5
10992,-23.0
10993,-23.5
10994,-24.0
10995,-24.5
10996,-25.0
10997,-24.5
10998,-24.0
10999,-24.5
11000,-25.0
11001,-24.5
11002,-24.0
11003,-23.5
11004,-24.0
11005,-24.0
11006,-23.5
11007,-23.0
11008,-22.5
11009,-23.0
11010,-23.5
11011,-23.0
11012,-22.5
11013,-23.0
11014,-22.5
11015,-22.0
11016,-22.5
11017,-23.0
11018,-23.5
11019,-24.0
11020,-24.5
11021,-25.0
11022,-25.5
11023,-25.0
11024,-24.5
11025,-25.0
11026,-24.5
11027,-24.0
11028,-24.5
11029,-25.0
11030,-25.5
11031,-26.0
11032,-25.5
11033,-25.0
11034,-24.5
11035,-24.0
11036,-24.5
11037,-25.0
11038,-25.5
11039,-25.0
11040,-24.5
11041,-24.0
11042,-24.5
11043,-25.0
11044,-24.5
11045,-24.0
11046,-23.5
11047,-23.0
11048,-23.5
11049,-23.0
11050,-23.5
11051,-24.0
11052,-23.5
11053,-24.0
11054,-23.5
11055,-24.0
11056,-24.5
11057,-25.0
11058,-25.5
11059,-25.0
11060,-24.5
11061,-25.0
11062,-25.5
11063,-26.0
11064,-26.5
11065,-27.0
11066,-26.5
11067,-26.0
11068,-26.5
11069,-26.0
11070,-26.5
11071,-27.0
11072,-26.5
11073,-26.0
11074,-26.5
11075,-26.0
11076,-26.5
11077,-27.0
11078,-26.5
11079,-26.0
11080,-25.5
11081,-26.0
11082,-26.5
11083,-27.0
11084,-26.5
11085,-27.0
11086,-27.0
11087,-27.5
11088,-27.0
11089,-26.5
11090,-26.0
11091,-25.5
11092,-25.0
11093,-25.5
11094,-26.0
11095,-25.5
11096,-26.0
11097,-25.5
11098,-25.5
11099,-26.0
11100,-26.5
11101,-26.0
11102,-26.5
11103,-26.0
11104,-26.5
11105,-27.0
11106,-27.5
11107,-27.0
11108,-27.5
11109,-27.0
11110,-26.5
11111,-26.0
11112,-25.5
11113,-25.0
11114,-24.5
11115,-25.0
11116,-24.5
11117,-24.0
11118,-23.5
11119,-24.0
11120,-23.5
11121,-23.0
11122,-22.5
11123,-22.0
11124,-21.5
11125,-22.0
11126,-22.5
11127,-23.0
11128,-22.5
11129,-22.0
11130,-22.5
11131,-22.0
11132,-21.5
11133,-21.0
11134,-21.5
11135,-22.0
11136,-22.5
11137,-23.0
11138,-22.5
11139,-23.0
11140,-23.5
11141,-23.0
11142,-22.5
11143,-22.0
11144,-21.5
11145,-22.0
11146,-22.5
11147,-23.0
11148,-22.5
11149,-22.0
11150,-21.5
11151,-22.0
11152,-22.5
11153,-23.0
11154,-23.5
11155,-23.0
11156,-23.5
11157,-24.0
11158,-23.5
11159,-23.0
11160,-22.5
11161,-22.0
11162,-22.5
11163,-22.0
11164,-22.5
11165,-23.0
11166,-22.5
11167,-23.0
11168,-23.5
11169,-24.0
11170,-24.5
11171,-24.0
11172,-23.5
11173,-23.0
11174,-23.5
11175,-23.5
11176,-23.0
11177,-22.5
11178,-22.0
11179,-22.5
11180,-23.0
11181,-22.5
11182,-23.0
11183,-22.5
11184,-22.0
11185,-21.5
11186,-22.0
11187,-21.5
11188,-21.0
11189,-20.5
11190,-20.0
11191,-19.5
11192,-19.0
11193,-19.5
11194,-20.0
11195,-20.5
11196,-21.0
11197,-21.5
11198,-22.0
11199,-22.5
11200,-22.0
11201,-21.5
11202,-22.0
11203,-22.5
11204,-23.0
11205,-22.5
11206,-22.0
11207,-22.5
11208,-23.0
11209,-23.5
11210,-23.0
11211,-23.5
11212,-24.0
11213,-24.5
11214,-25.0
11215,-24.5
11216,-24.5
11217,-24.0
11218,-24.5
11219,-25.0
11220,-25.5
11221,-25.0
11222,-24.5
11223,-25.0
11224,-25.5
11225,-25.0
11226,-24.5
11227,-25.0
11228,-25.5
11229,-25.0
11230,-25.5
11231,-25.5
11232,-26.0
11233,-25.5
11234,-26.0
11235,-25.5
11236,-25.0
11237,-25.5
11238,-26.0
11239,-25.5
11240,-26.0
11241,-25.5
11242,-26.0
11243,-26.0
11244,-26.5
11245,-27.0
11246,-27.5
11247,-28.0
11248,-28.5
11249,-28.0
11250,-28.5
11251,-28.0
11252,-28.5
11253,-29.0
11254,-29.5
11255,-30.0
11256,-29.5
11257,-29.0
11258,-28.5
11259,-28.0
11260,-28.5
11261,-28.0
11262,-27.5
11263,-27.0
11264,-26.5
11265,-26.0
11266,-25.5
11267,-25.0
11268,-25.5
11269,-25.0
11270,-25.5
11271,-26.0
11272,-26.5
11273,-27.0
11274,-26.5
11275,-26.0
11276,-25.5
11277,-25.0
11278,-25.5
11279,-25.0
11280,-24.5
11281,-25.0
11282,-24.5
11283,-24.0
11284,-23.5
11285,-23.0
11286,-23.5
11287,-23.0
11288,-22.5
11289,-22.0
11290,-21.5
11291,-21.0
11292,-21.5
11293,-22.0
11294,-21.5
11295,-22.0
11296,-21.5
11297,-21.0
11298,-20.5
11299,-20.0
11300,-19.5
11301,-19.0
11302,-18.5
11303,-19.0
11304,-18.5
11305,-19.0
11306,-18.5
11307,-18.0
11308,-18.5
11309,-18.0
11310,-17.5
11311,-18.0
11312,-18.5
11313,-18.0
11314,-17.5
11315,-18.0
11316,-18.5
11317,-18.0
11318,-18.5
11319,-18.0
11320,-17.5
11321,-17.0
11322,-16.5
11323,-17.0
11324,-17.5
11325,-17.0
11326,-17.5
11327,-17.0
11328,-16.5
11329,-17.0
11330,-16.5
11331,-16.0
11332,-16.5
11333,-17.0
11334,-17.5
11335,-18.0
11336,-17.5
11337,-17.0
11338,-16.5
11339,-17.0
11340,-17.5
11341,-17.0
11342,-17.5
11343,-17.0
11344,-17.5
11345,-18.0
11346,-17.5
11347,-17.5
11348,-17.0
11349,-17.5
11350,-17.0
11351,-16.5
11352,-16.0
11353,-16.5
11354,-17.0
11355,-16.5
11356,-17.0
11357,-17.5
11358,-17.0
11359,-17.5
11360,-17.0
11361,-16.5
11362,-16.0
11363,-15.5
11364,-15.5
11365,-15.0
11366,-14.5
11367,-14.0
11368,-13.5
11369,-13.0
11370,-12.5
11371,-13.0
11372,-12.5
11373,-13.0
11374,-12.5
11375,-12.0
11376,-11.5
11377,-11.0
11378,-11.5
11379,-11.0
11380,-11.5
11381,-12.0
11382,-12.5
11383,-12.0
11384,-12.5
11385,-13.0
11386,-13.5
11387,-13.0
11388,-13.5
11389,-13.0
11390,-12.5
11391,-12.0
11392,-12.5
11393,-13.0
11394,-12.5
11395,-13.0
11396,-12.5
11397,-13.0
11398,-12.5
11399,-13.0
11400,-12.5
11401,-12.0
11402,-11.5
11403,-11.5
11404,-11.0
11405,-10.5
11406,-10.0
11407,-10.5
11408,-10.0
11409,-9.5
11410,-9.0
11411,-9.5
11412,-10.0
11413,-9.5
11414,-10.0
11415,-10.5
11416,-11.0
11417,-10.5
11418,-10.0
11419,-9.5
11420,-9.5
11421,-9.0
11422,-9.5
11423,-10.0
11424,-10.5
11425,-11.0
11426,-11.5
11427,-11.0
11428,-10.5
11429,-11.0
11430,-11.0
11431,-10.5
11432,-10.0
11433,-10.5
11434,-10.0
11435,-10.5
11436,-11.0
11437,-10.5
11438,-11.0
11439,-10.5
11440,-11.0
11441,-11.5
11442,-11.0
11443,-11.5
11444,-12.0
11445,-11.5
11446,-11.0
11447,-11.5
11448,-12.0
11449,-11.5
11450,-11.0
11451,-10.5
11452,-10.0
11453,-10.5
11454,-10.0
11455,-9.5
11456,-10.0
11457,-9.5
11458,-10.0
11459,-10.5
11460,-11.0
11461,-10.5
11462,-10.0
11463,-10.5
11464,-11.0
11465,-10.5
11466,-10.0
11467,-10.5
11468,-10.0
11469,-10.5
11470,-11.0
11471,-10.5
11472,-11.0
11473,-10.5
11474,-10.0
11475,-9.5
11476,-9.0
11477,-8.5
11478,-9.0
11479,-8.5
11480,-8.0
11481,-7.5
11482,-8.0
11483,-7.5
11484,-8.0
11485,-8.5
11486,-9.0
11487,-9.5
11488,-9.0
11489,-9.5
11490,-10.0
11491,-10.5
11492,-10.0
11493,-10.5
11494,-11.0
11495,-11.5
11496,-11.0
11497,-11.5
11498,-11.0
11499,-11.5
11500,-12.0
11501,-12.5
11502,-12.0
11503,-11.5
11504,-11.0
11505,-10.5
11506,-11.0
11507,-11.5
11508,-11.0
11509,-10.5
11510,-11.0
11511,-10.5
11512,-10.0
11513,-10.5
11514,-10.0
11515,-10.5
11516,-11.0
11517,-11.5
11518,-11.0
11519,-10.5
11520,-10.0
11521,-10.5
11522,-10.0
11523,-9.5
11524,-9.0
11525,-9.5
11526,-10.0
11527,-9.5
11528,-9.0
11529,-9.5
11530,-9.0
11531,-9.5
11532,-10.0
11533,-10.5
11534,-11.0
11535,-11.5
11536,-12.0
11537,-11.5
11538,-11.0
11539,-10.5
11540,-10.0
11541,-10.5
11542,-10.0
11543,-10.5
11544,-10.0
11545,-9.5
11546,-9.0
11547,-9.5
11548,-9.0
11549,-8.5
11550,-8.0
11551,-7.5
11552,-7.0
11553,-7.5
11554,-7.0
11555,-6.5
11556,-7.0
11557,-6.5
11558,-7.0
11559,-6.5
11560,-6.0
11561,-5.5
11562,-6.0
11563,-5.5
11564,-6.0
11565,-6.5
11566,-7.0
11567,-6.5
11568,-7.0
11569,-7.5
11570,-8.0
11571,-8.5
11572,-8.0
11573,-7.5
11574,-7.0
11575,-7.5
11576,-8.0
11577,-8.5
11578,-8.0
11579,-7.5
11580,-7.0
11581,-6.5
11582,-6.0
11583,-5.5
11584,-6.0
11585,-5.5
11586,-5.0
11587,-4.5
11588,-5.0
11589,-4.5
11590,-4.0
11591,-4.5
11592,-5.0
11593,-4.5
11594,-5.0
11595,-4.5
11596,-5.0
11597,-4.5
11598,-4.0
11599,-3.5
11600,-4.0
11601,-4.5
11602,-4.0
11603,-4.5
11604,-5.0
11605,-5.5
11606,-6.0
11607,-6.5
11608,-6.0
11609,-5.5
11610,-6.0
11611,-5.5
11612,-5.0
11613,-5.5
11614,-5.0
11615,-4.5
11616,-5.0
11617,-5.5
11618,-5.0
11619,-5.5
11620,-5.0
11621,-4.5
11622,-4.0
11623,-3.5
11624,-3.0
11625,-2.5
11626,-2.0
11627,-2.5
11628,-2.0
11629,-1.5
11630,-1.0
11631,-1.5
11632,-1.0
11633,-1.5
11634,-2.0
11635,-1.5
11636,-1.0
11637,-0.5
11638,-1.0
11639,-1.5
11640,-2.0
11641,-1.5
11642,-2.0
11643,-2.5
11644,-2.0
11645,-1.5
11646,-1.0
11647,-1.5
11648,-2.0
11649,-2.5
11650,-2.0
11651,-1.5
11652,-2.0
11653,-2.5
11654,-2.0
11655,-1.5
11656,-2.0
11657,-1.5
11658,-2.0
11659,-2.5
11660,-2.0
11661,-1.5
11662,-1.0
11663,-1.5
11664,-1.0
11665,-0.5
11666,0.0
11667,-0.5
11668,-1.0
11669,-0.5
11670,0.0
11671,-0.5
11672,-1.0
11673,-1.5
11674,-1.0
11675,-1.5
11676,-2.0
11677,-2.5
11678,-2.0
11679,-1.5
11680,-1.0
11681,-1.5
11682,-1.0
11683,-0.5
11684,0.0
11685,-0.5
11686,0.0
11687,-0.5
11688,0.0
11689,-0.5
11690,-1.0
11691,-1.5
11692,-2.0
11693,-1.5
11694,-1.0
11695,-0.5
11696,0.0
11697,-0.5
11698,0.0
11699,0.5
11700,1.0
11701,1.5
11702,2.0
11703,1.5
11704,2.0
11705,2.5
11706,3.0
11707,2.5
11708,2.0
11709,2.5
11710,3.0
11711,3.5
11712,4.0
11713,4.5
11714,4.0
11715,3.5
11716,3.0
11717,2.5
11718,3.0
11719,3.5
11720,4.0
11721,4.5
11722,5.0
11723,4.5
11724,4.0
11725,4.5
11726,5.0
11727,4.5
11728,4.0
11729,3.5
11730,4.0
11731,3.5
11732,3.0
11733,2.5
11734,2.0
11735,2.5
11736,3.0
11737,3.5
11738,4.0
11739,4.5
11740,5.0
11741,5.5
11742,6.0
11743,6.5
11744,7.0
11745,7.5
11746,7.0
11747,6.5
11748,7.0
11749,6.5
11750,7.0
11751,7.5
11752,7.0
11753,7.5
11754,8.0
11755,8.5
11756,8.0
11757,8.5
11758,8.0
11759,7.5
11760,8.0
11761,7.5
11762,8.0
11763,8.5
11764,9.0
11765,8.5
11766,8.0
11767,8.5
11768,8.0
11769,8.5
11770,8.0
11771,7.5
11772,7.0
11773,6.5
11774,6.0
11775,5.5
11776,5.0
11777,5.5
11778,6.0
11779,5.5
11780,6.0
11781,6.5
11782,6.0
11783,6.5
11784,6.0
11785,6.5
11786,7.0
11787,6.5
11788,7.0
11789,7.5
11790,7.0
11791,7.5
11792,8.0
11793,8.5
11794,9.0
11795,8.5
11796,8.0
11797,7.5
11798,7.0
11799,7.5
11800,7.0
11801,6.5
11802,7.0
11803,6.5
11804,6.0
11805,6.5
11806,7.0
11807,6.5
