,occurences
-0.9588197348681932,0.36755
-0.9659258262890684,0.35375
-0.9723699203976766,0.3384
-0.9781476007338056,0.13765
-0.9832549075639546,0.3054
-0.9876883405951378,0.2886
-0.9914448613738105,0.2668
-0.9945218953682734,0.14765
-0.996917333733128,0.15265
-0.9986295347545738,0.1657
-0.9996573249755573,0.1822
-1.0,0.1989
-0.9914448613738104,0.1462
-0.9876883405951377,0.14365
-0.9832549075639545,0.13905
-0.9723699203976767,0.13855
-0.9659258262890683,0.133
-0.958819734868193,0.12275
-0.9510565162951535,0.1156
-0.9426414910921783,0.10985
-0.9335804264972016,0.10165
-0.9238795325112868,0.0941
-0.913545457642601,0.09095
-0.9025852843498606,0.0914
-0.8910065241883678,0.0895
-0.8788171126619653,0.08375
-0.8660254037844385,0.07715
-0.8526401643540924,0.0739
0.7604059656000309,0.059
0.7771459614569709,0.65055
0.7933533402912352,0.0609
0.8090169943749475,0.06285
0.8241261886220157,0.58875
0.838670567945424,0.0706
0.8526401643540922,0.53515
0.8660254037844386,0.51815
0.8788171126619654,0.075
0.8910065241883678,0.4614
0.9025852843498605,0.4388
0.9135454576426009,0.07955
0.9238795325112867,0.08185
0.9335804264972017,0.08375
0.9426414910921784,0.35135
0.9510565162951535,0.3238
0.958819734868193,0.09255
0.9659258262890683,0.0946
0.9723699203976766,0.28285
0.9781476007338056,0.27225
0.9832549075639546,0.1156
0.9876883405951378,0.1241
0.9914448613738104,0.1308
0.9945218953682733,0.1417
0.996917333733128,0.15095
0.9986295347545738,0.15635
0.9996573249755573,0.1686
1.0,0.1814
0.9781476007338057,0.10645
0.9723699203976767,0.1008
0.9510565162951536,0.092
0.9426414910921783,0.08765
0.9025852843498607,0.0748
0.8910065241883679,0.07395
0.8660254037844387,0.076
0.8526401643540923,0.0752
0.8241261886220158,0.06485
0.777145961456971,0.06045
0.7253743710122877,0.0548
0.6691306063588583,0.04675
0.6494480483301838,0.04605
0.6087614290087209,0.04345
0.5877852522924732,0.04185
0.5446390350150273,0.0441
0.5224985647159489,0.0432
0.4771587602596086,0.0369
0.45399049973954686,0.03545
0.4305110968082951,0.034
-0.8386705679454242,0.07255
-0.8241261886220157,0.06815
-0.8090169943749473,0.06555
-0.7933533402912349,0.06385
-0.7771459614569706,0.0622
-0.7604059656000312,0.06005
-0.7431448254773944,0.0584
-0.7253743710122876,0.05655
-0.7071067811865475,0.0566
-0.6883545756937541,0.056
-0.6691306063588582,0.0533
-0.6494480483301835,0.05035
-0.6293203910498376,0.0502
-0.6087614290087207,0.0501
-0.587785252292473,0.0474
-0.5446390350150271,0.0501
-0.5000000000000001,0.0466
0.40673664307580043,0.032
0.3826834323650899,0.03365
0.3583679495453002,0.03565
0.3338068592337712,0.037
0.3090169943749475,0.0385
0.2840153447039226,0.038
0.258819045102521,0.03715
0.23344536385590553,0.0356
0.20791169081775931,0.033
0.18223552549214772,0.0319
0.15643446504023098,0.0312
0.10452846326765373,0.034
0.07845909572784507,0.0333
0.05233595624294381,0.0315
0.026176948307873423,0.03255
1.2246467991473532e-16,0.03395
-0.026176948307873177,0.0324
-0.052335956242943564,0.03045
-0.07845909572784482,0.0316
-0.1045284632676535,0.03325
-0.13052619222005132,0.03365
-0.15643446504023073,0.0358
-0.18223552549214747,0.0374
-0.2079116908177595,0.0348
-0.23344536385590528,0.03065
-0.2588190451025208,0.031
-0.28401534470392276,0.0351
-0.3090169943749473,0.03645
-0.33380685923377096,0.03645
-0.35836794954530043,0.0383
-0.38268343236508967,0.0411
-0.4067366430758002,0.04415
-0.4305110968082953,0.04755
-0.45399049973954664,0.04755
-0.4771587602596084,0.0457
