,R,Delta,Order,Theta
488,90.0,1.0,0.02661861202599234,0.1912662252769914
489,90.0,1.0,0.0655661668645554,0.29471729161379895
490,90.0,1.0,0.012875628306161785,-0.2639186424359566
491,90.0,1.0,0.020161397998260885,0.4161968724665158
492,90.0,1.0,0.04561637070501398,0.012226298503730009
493,90.0,1.0,0.02589256652298432,-0.054256339865280834
494,90.0,1.0,0.032746256420629984,0.06621760566031615
495,90.0,1.0,0.023285046158580312,0.4560331368271569
496,90.0,1.0,0.0030121669262709646,0.3150178418094489
497,90.0,1.0,0.03170003864682625,-0.14875666308538693
498,90.0,1.0,0.07782539777483255,-0.1590585233528859
499,90.0,1.0,0.05351705688098338,0.41395828230270054
500,90.0,5.0,0.06876616718418628,-0.19885485934814456
501,90.0,5.0,0.044139304282541175,-0.056121780290795946
502,90.0,5.0,0.02260730991099412,-0.10865081549298962
503,90.0,5.0,0.04993411500975495,0.138977386859742
504,90.0,5.0,0.048519955690994876,-0.29399653702438594
505,90.0,5.0,0.025189362139324364,-0.5394565762388129
506,90.0,5.0,0.050646135537576874,-0.03541378502701871
507,90.0,5.0,0.009154848475012557,0.4723170576138979
508,90.0,5.0,0.021486395518742176,0.09890876409053423
509,90.0,5.0,0.05011573420033274,-0.3265678691652649
510,90.0,5.0,0.02210576797959291,-0.4645198441916641
511,90.0,5.0,0.021764224821870317,0.2421314783305547
512,90.0,5.0,0.030548373973846753,0.05655818460533582
513,90.0,5.0,0.04887931350366806,0.10971495819428938
514,90.0,5.0,0.10809515397610674,-0.08542631689024291
515,90.0,5.0,0.039166001149954735,-0.34544631410278626
516,90.0,5.0,0.044483789257520515,0.206557021006455
517,90.0,5.0,0.06002406734122218,0.379041502090648
518,90.0,5.0,0.030003900364424733,-0.14400763488045418
519,90.0,5.0,0.030918249315729937,0.39003509625375793
520,90.0,5.0,0.012757894941298448,0.14372871268915843
521,90.0,5.0,0.0406399314122648,0.10208080068651906
522,90.0,5.0,0.009986218104190103,-0.19027829999733378
523,90.0,5.0,0.06734997212705265,-0.029375419389059618
524,90.0,5.0,0.03671312445449406,0.45775402592776093
525,90.0,5.0,0.019663260725815243,-0.2619594516803024
526,90.0,5.0,0.05298112747327898,0.5363921877370249
527,90.0,5.0,0.015824965312096838,-0.34992096041881
528,90.0,5.0,0.014935419668890748,0.1474854573863895
529,90.0,5.0,0.014985018714607376,-0.27259007792925777
530,90.0,5.0,0.007149333522004758,0.07737672248461239
531,90.0,5.0,0.015258208074740561,-0.10433283332436855
532,90.0,5.0,0.05719600062764603,-0.5006132200545997
533,90.0,5.0,0.01601070368496426,0.43913645212781355
534,90.0,5.0,0.015798314336677083,0.4355102303050489
535,90.0,5.0,0.016176068919228938,0.19422888885256936
536,90.0,5.0,0.0045069620638058085,-0.649800605874542
537,90.0,5.0,0.05135031066604878,0.11213229812762081
538,90.0,5.0,0.011388779849890488,-0.14147996784173258
539,90.0,5.0,0.031388432353079684,0.28298135975058547
540,90.0,5.0,0.029589243988556054,0.005600773730162311
541,90.0,5.0,0.030614028489902207,0.05878286053074395
542,90.0,5.0,0.04484059093149488,0.13949242262630315
543,90.0,5.0,0.007913345003048149,-0.2919082825869456
544,90.0,5.0,0.01405908023650446,0.17122755922639132
545,90.0,5.0,0.027114826892415175,-0.36220076935977474
546,90.0,5.0,0.000779089146554224,0.8884208841529807
547,90.0,5.0,0.04263523149761247,0.06452870157812832
548,90.0,5.0,0.06919509415070906,0.16711595017431713
549,90.0,5.0,0.02065936186526676,-0.17176872155458434
550,90.0,10.0,0.04485112582010442,-0.4823013294640477
551,90.0,10.0,0.03020876432336468,-0.41842460956785194
552,90.0,10.0,0.03494901857669777,0.35769742375001484
553,90.0,10.0,0.023722974514993445,-0.07143648351785008
554,90.0,10.0,0.08579492778203174,-0.08625272675685881
555,90.0,10.0,0.01771978890990978,-0.11286981368478329
556,90.0,10.0,0.014231527481786447,0.1962332863746883
557,90.0,10.0,0.031835195029938264,0.2899585711257592
558,90.0,10.0,0.01755342657386184,-0.0935051307885205
559,90.0,10.0,0.04966142127226693,0.05859767807351853
560,90.0,10.0,0.06081859472733627,0.4434811895794288
561,90.0,10.0,0.008154860425497866,-1.0794806863415964
562,90.0,10.0,0.04932773560316145,0.2700916629882321
563,90.0,10.0,0.03634805417555713,-0.28422312877183653
564,90.0,10.0,0.007049429483320841,-0.7552496476919314
565,90.0,10.0,0.06311401157082625,-0.07679363197543307
566,90.0,10.0,0.0050683564148540855,-0.1134503010127851
567,90.0,10.0,0.028506198366141898,0.23268353601647537
568,90.0,10.0,0.07966872529652531,-0.3941020025877954
569,90.0,10.0,0.013098481990865751,-0.8444676921123552
570,90.0,10.0,0.012642954011484254,-0.10917636619079957
571,90.0,10.0,0.01635306523854314,0.39304353731204084
572,90.0,10.0,0.06838080567208972,0.33794161717024573
573,90.0,10.0,0.022586458617837205,-0.004460264116512084
574,90.0,10.0,0.04652720973890523,0.6319430202303065
575,90.0,10.0,0.07125490808787406,0.048267029679289745
576,90.0,10.0,0.00973839042160066,0.15295705423496841
577,90.0,10.0,0.005841372357173659,-0.22359446441770603
578,90.0,10.0,0.03639210098046854,0.07042860148321588
579,90.0,10.0,0.04832686486823986,0.02880809386718767
580,90.0,10.0,0.050643411237922244,-0.05771664609525717
581,90.0,10.0,0.012301856377025116,0.9574427280583048
582,90.0,10.0,0.029189141940786013,0.014662333907027324
583,90.0,10.0,0.060652343129593625,-0.08846878927338243
584,90.0,10.0,0.015118130633041172,0.5282162041827132
585,90.0,10.0,0.03078127311816487,0.28823977747588486
586,90.0,10.0,0.01483859605244194,-0.173474256961845
587,90.0,10.0,0.016126441842294663,0.06604964381724499
588,90.0,10.0,0.03625673573681871,-0.002229049935964976
589,90.0,10.0,0.07282064948448155,0.289947526199415
590,90.0,10.0,0.02793355255054876,-0.48652151211147476
591,90.0,10.0,0.025632608947917884,0.6882064734455575
592,90.0,10.0,0.039698362495849716,0.5810872174750836
593,90.0,10.0,0.04540509587235971,-1.0011254701434253
594,90.0,10.0,0.007105737028821212,0.929713935286522
595,90.0,10.0,0.022368739921048267,0.1088122363044749
596,90.0,10.0,0.056356823874019,-0.35653248536232823
597,90.0,10.0,0.022401792255290653,0.6238211189228551
598,90.0,10.0,0.044239216767679126,0.2530170370050481
599,90.0,10.0,0.018740421993637815,0.11846177631886304
