,Angle
10357,1.0
10358,1.5
10359,1.0
10360,0.5
10361,1.0
10362,0.5
10363,0.0
10364,0.5
10365,0.0
10366,-0.5
10367,-1.0
10368,-0.5
10369,-1.0
10370,-1.5
10371,-1.0
10372,-0.5
10373,0.0
10374,-0.5
10375,0.0
10376,0.5
10377,1.0
10378,0.5
10379,0.0
10380,0.5
10381,1.0
10382,1.5
10383,1.0
10384,0.5
10385,1.0
10386,0.5
10387,0.0
10388,0.5
10389,1.0
10390,1.5
10391,1.0
10392,1.5
10393,2.0
10394,2.5
10395,2.0
10396,1.5
10397,1.0
10398,0.5
10399,0.0
10400,-0.5
10401,-1.0
10402,-1.5
10403,-2.0
10404,-2.5
10405,-2.0
10406,-2.5
10407,-3.0
10408,-2.5
10409,-3.0
10410,-2.5
10411,-3.0
10412,-3.5
10413,-3.0
10414,-2.5
10415,-3.0
10416,-3.5
10417,-3.0
10418,-3.5
10419,-3.0
10420,-3.0
10421,-2.5
10422,-3.0
10423,-3.5
10424,-3.0
10425,-2.5
10426,-3.0
10427,-2.5
10428,-2.0
10429,-2.5
10430,-3.0
10431,-2.5
10432,-3.0
10433,-2.5
10434,-3.0
10435,-2.5
10436,-2.0
10437,-1.5
10438,-1.0
10439,-1.5
10440,-2.0
10441,-2.0
10442,-1.5
10443,-1.0
10444,-1.5
10445,-2.0
10446,-2.5
10447,-2.0
10448,-1.5
10449,-2.0
10450,-1.5
10451,-1.0
10452,-1.5
10453,-1.0
10454,-0.5
10455,0.0
10456,-0.5
10457,-1.0
10458,-0.5
10459,-1.0
10460,-0.5
10461,0.0
10462,-0.5
10463,0.0
10464,-0.5
10465,-1.0
10466,-1.5
10467,-1.0
10468,-1.5
10469,-1.0
10470,-0.5
10471,0.0
10472,-0.5
10473,0.0
10474,-0.5
10475,0.0
10476,0.5
10477,1.0
10478,1.5
10479,1.0
10480,0.5
10481,0.0
10482,0.5
10483,0.0
10484,-0.5
10485,-1.0
10486,-1.5
10487,-2.0
10488,-2.5
10489,-3.0
10490,-2.5
10491,-3.0
10492,-2.5
10493,-2.0
10494,-2.5
10495,-2.0
10496,-2.5
10497,-3.0
10498,-3.5
10499,-3.0
10500,-3.5
10501,-3.0
10502,-3.5
10503,-4.0
10504,-4.5
10505,-4.0
10506,-4.5
10507,-4.0
10508,-3.5
10509,-4.0
10510,-3.5
10511,-4.0
10512,-3.5
10513,-4.0
10514,-4.5
10515,-4.0
10516,-3.5
10517,-4.0
10518,-4.5
10519,-5.0
10520,-4.5
10521,-5.0
10522,-4.5
10523,-4.0
10524,-4.5
10525,-5.0
10526,-4.5
10527,-4.0
10528,-3.5
10529,-3.0
10530,-2.5
10531,-2.0
10532,-2.5
10533,-3.0
10534,-2.5
10535,-2.0
10536,-2.5
10537,-2.0
10538,-2.5
10539,-3.0
10540,-3.5
10541,-3.0
10542,-3.5
10543,-3.0
10544,-2.5
10545,-2.0
10546,-2.5
10547,-2.0
10548,-2.5
10549,-2.0
10550,-1.5
10551,-2.0
10552,-2.5
10553,-2.0
10554,-1.5
10555,-1.0
10556,-1.5
10557,-1.0
10558,-0.5
10559,-1.0
10560,-1.5
10561,-2.0
10562,-1.5
10563,-2.0
10564,-2.5
10565,-3.0
10566,-2.5
10567,-3.0
10568,-2.5
10569,-2.0
10570,-2.5
10571,-2.0
10572,-1.5
10573,-1.0
10574,-1.5
10575,-1.0
10576,-0.5
10577,-1.0
10578,-0.5
10579,0.0
10580,-0.5
10581,-1.0
10582,-1.5
10583,-2.0
10584,-2.5
10585,-3.0
10586,-2.5
10587,-2.0
10588,-1.5
10589,-2.0
10590,-2.5
10591,-2.0
10592,-1.5
10593,-2.0
10594,-2.5
10595,-2.0
10596,-1.5
10597,-1.0
10598,-0.5
10599,0.0
10600,0.5
10601,1.0
10602,1.5
10603,1.0
10604,1.5
10605,2.0
10606,2.5
10607,3.0
10608,2.5
10609,3.0
10610,3.5
10611,3.0
10612,2.5
10613,2.0
10614,1.5
10615,2.0
10616,2.5
10617,3.0
10618,3.5
10619,4.0
10620,4.5
10621,5.0
10622,4.5
10623,5.0
10624,4.5
10625,4.0
10626,3.5
10627,3.0
10628,3.5
10629,4.0
10630,3.5
10631,4.0
10632,3.5
10633,4.0
10634,4.5
10635,4.0
10636,4.5
10637,5.0
10638,4.5
10639,5.0
10640,4.5
10641,4.0
10642,4.5
10643,4.0
10644,3.5
10645,4.0
10646,3.5
10647,3.0
10648,3.5
10649,4.0
10650,3.5
10651,3.0
10652,2.5
10653,3.0
10654,2.5
10655,2.0
10656,1.5
10657,1.0
10658,0.5
10659,1.0
10660,1.5
10661,2.0
10662,1.5
10663,1.0
10664,0.5
10665,1.0
10666,1.5
10667,2.0
10668,2.5
10669,3.0
10670,2.5
10671,2.0
10672,1.5
10673,1.0
10674,1.5
10675,2.0
10676,2.5
10677,3.0
10678,2.5
10679,2.0
10680,2.5
10681,3.0
10682,3.5
10683,4.0
10684,3.5
10685,3.0
10686,3.5
10687,4.0
10688,4.5
10689,4.0
10690,4.5
10691,5.0
10692,4.5
10693,5.0
10694,4.5
10695,5.0
10696,4.5
10697,4.0
10698,4.5
10699,5.0
10700,5.5
10701,6.0
10702,5.5
10703,5.0
10704,4.5
10705,5.0
10706,4.5
10707,5.0
10708,5.5
10709,6.0
10710,5.5
10711,6.0
10712,6.5
10713,7.0
10714,6.5
10715,6.0
10716,5.5
10717,5.0
10718,4.5
10719,4.0
10720,4.5
10721,4.0
10722,3.5
10723,3.0
10724,3.5
10725,4.0
10726,4.5
10727,5.0
10728,5.5
10729,6.0
10730,6.5
10731,7.0
10732,6.5
10733,7.0
10734,6.5
10735,6.0
10736,6.5
10737,6.0
10738,5.5
10739,5.0
10740,5.5
10741,5.0
10742,5.5
10743,5.0
10744,5.5
10745,5.0
10746,4.5
10747,5.0
10748,4.5
10749,4.0
10750,4.5
10751,4.0
10752,4.5
10753,4.0
10754,4.5
10755,4.0
10756,3.5
10757,3.0
10758,2.5
10759,3.0
10760,3.5
10761,4.0
10762,3.5
10763,3.0
10764,3.5
10765,3.0
10766,2.5
10767,2.0
10768,1.5
10769,1.0
10770,1.5
10771,1.0
10772,1.5
10773,2.0
10774,1.5
10775,2.0
10776,2.5
10777,3.0
10778,2.5
10779,2.0
10780,2.5
10781,2.5
10782,3.0
10783,3.5
10784,4.0
10785,4.5
10786,4.0
10787,3.5
10788,4.0
10789,4.5
10790,4.0
10791,3.5
10792,4.0
10793,4.5
10794,5.0
10795,5.5
10796,6.0
10797,6.5
10798,6.0
10799,5.5
10800,6.0
10801,6.5
10802,7.0
10803,7.5
10804,8.0
10805,8.5
10806,9.0
10807,8.5
10808,8.0
10809,7.5
10810,7.0
10811,7.5
10812,7.0
10813,7.5
10814,7.0
10815,6.5
10816,6.0
10817,6.5
10818,7.0
10819,7.5
10820,8.0
10821,8.5
10822,9.0
10823,8.5
10824,8.0
10825,7.5
10826,7.0
10827,7.5
10828,8.0
10829,8.5
10830,8.0
10831,8.5
10832,8.0
10833,7.5
10834,7.0
10835,6.5
10836,7.0
10837,7.5
10838,8.0
10839,7.5
10840,8.0
10841,8.0
10842,7.5
10843,8.0
10844,8.5
10845,8.0
10846,8.5
10847,9.0
10848,9.5
10849,10.0
10850,10.5
10851,10.0
10852,9.5
10853,10.0
10854,10.5
10855,11.0
10856,10.5
10857,11.0
10858,10.5
10859,10.5
10860,11.0
10861,11.5
10862,11.0
10863,10.5
10864,11.0
10865,11.5
10866,12.0
10867,11.5
10868,11.0
10869,11.5
10870,12.0
10871,11.5
10872,12.0
10873,11.5
10874,12.0
10875,11.5
10876,12.0
10877,11.5
10878,12.0
10879,12.5
10880,13.0
10881,12.5
10882,12.0
10883,11.5
10884,12.0
10885,11.5
10886,11.0
10887,10.5
10888,10.0
10889,10.5
10890,11.0
10891,10.5
10892,10.0
10893,10.5
10894,10.0
10895,9.5
10896,10.0
10897,10.5
10898,10.0
10899,10.5
10900,11.0
10901,11.5
10902,11.0
10903,11.5
10904,11.0
10905,11.5
10906,11.0
10907,10.5
10908,10.0
10909,10.5
10910,11.0
10911,11.5
10912,12.0
10913,12.5
10914,13.0
10915,12.5
10916,13.0
10917,13.5
10918,13.0
10919,13.5
10920,13.0
10921,12.5
10922,13.0
10923,12.5
10924,13.0
10925,12.5
10926,13.0
10927,12.5
10928,13.0
10929,13.5
10930,13.0
10931,12.5
10932,13.0
10933,12.5
10934,13.0
10935,12.5
10936,13.0
10937,13.5
10938,14.0
10939,14.5
10940,15.0
10941,15.5
10942,16.0
10943,15.5
10944,15.0
10945,15.5
10946,15.0
10947,15.5
10948,15.0
10949,14.5
10950,14.0
10951,14.5
10952,14.0
10953,13.5
10954,13.0
10955,12.5
10956,12.0
10957,11.5
10958,12.0
10959,11.5
10960,11.0
10961,10.5
10962,11.0
10963,11.5
10964,11.0
10965,11.5
10966,12.0
10967,11.5
10968,12.0
10969,12.5
10970,13.0
10971,13.5
10972,13.5
10973,13.0
10974,13.5
10975,14.0
10976,13.5
10977,14.0
10978,14.5
10979,14.0
10980,13.5
10981,14.0
10982,13.5
10983,14.0
10984,14.5
10985,14.0
10986,13.5
10987,14.0
10988,13.5
10989,13.0
10990,13.5
10991,13.0
10992,13.5
10993,14.0
10994,13.5
10995,13.0
10996,12.5
10997,12.0
10998,11.5
10999,12.0
11000,11.5
11001,12.0
11002,11.5
11003,11.0
11004,11.5
11005,12.0
11006,11.5
11007,12.0
11008,11.5
11009,12.0
11010,12.5
11011,13.0
11012,13.5
11013,14.0
11014,13.5
11015,14.0
11016,13.5
11017,14.0
11018,13.5
11019,14.0
11020,14.5
11021,14.0
11022,14.5
11023,15.0
11024,15.5
11025,16.0
11026,15.5
11027,16.0
11028,16.5
11029,17.0
11030,17.5
11031,17.0
11032,16.5
11033,16.0
11034,15.5
11035,15.0
11036,14.5
11037,14.0
11038,14.5
11039,15.0
11040,14.5
11041,14.0
11042,14.5
11043,15.0
11044,14.5
11045,15.0
11046,14.5
11047,14.0
11048,14.5
11049,15.0
11050,14.5
11051,15.0
11052,15.5
11053,16.0
11054,15.5
11055,16.0
11056,16.5
11057,16.0
11058,16.5
11059,16.0
11060,16.5
11061,17.0
11062,16.5
11063,17.0
11064,17.5
11065,17.0
11066,16.5
11067,17.0
11068,16.5
11069,16.0
11070,16.5
11071,17.0
11072,17.5
11073,17.0
11074,16.5
11075,17.0
11076,16.5
11077,16.0
11078,15.5
11079,15.0
11080,15.5
11081,15.0
11082,14.5
11083,14.0
11084,14.5
11085,15.0
11086,15.5
11087,15.0
11088,14.5
11089,14.0
11090,13.5
11091,13.0
11092,12.5
11093,12.0
11094,12.5
11095,12.0
11096,11.5
11097,11.0
11098,10.5
11099,11.0
11100,10.5
11101,10.0
11102,10.5
11103,10.0
11104,10.5
11105,11.0
11106,10.5
11107,10.0
11108,10.5
11109,11.0
11110,10.5
11111,10.0
11112,10.5
11113,11.0
11114,11.5
11115,11.0
11116,10.5
11117,10.0
11118,10.5
11119,10.0
11120,10.0
11121,10.5
11122,10.0
11123,9.5
11124,10.0
11125,9.5
11126,9.0
11127,8.5
11128,8.0
11129,7.5
11130,7.0
11131,7.5
11132,8.0
11133,7.5
11134,7.0
11135,7.5
11136,7.0
11137,7.5
11138,8.0
11139,7.5
11140,7.0
11141,7.5
11142,8.0
11143,7.5
11144,7.0
11145,7.5
11146,7.0
11147,6.5
11148,7.0
11149,7.5
11150,7.0
11151,6.5
11152,7.0
11153,7.5
11154,7.0
11155,6.5
11156,7.0
11157,6.5
11158,7.0
11159,7.5
11160,8.0
11161,8.5
11162,9.0
11163,9.5
11164,10.0
11165,10.5
11166,10.0
11167,10.5
11168,11.0
11169,10.5
11170,11.0
11171,10.5
11172,11.0
11173,10.5
11174,11.0
11175,11.5
11176,12.0
11177,11.5
11178,11.0
11179,10.5
11180,10.0
11181,10.5
11182,10.0
11183,9.5
11184,9.0
11185,9.5
11186,10.0
11187,10.5
11188,10.0
11189,9.5
11190,9.0
11191,8.5
11192,9.0
11193,9.5
11194,9.0
11195,8.5
11196,9.0
11197,8.5
11198,8.0
11199,7.5
11200,8.0
11201,8.5
11202,8.0
11203,8.5
11204,8.0
11205,8.5
11206,9.0
11207,9.5
11208,10.0
11209,9.5
11210,9.0
11211,9.5
11212,9.0
11213,9.5
11214,10.0
11215,9.5
11216,10.0
11217,10.5
11218,11.0
11219,10.5
11220,11.0
11221,10.5
11222,11.0
11223,10.5
11224,10.0
11225,9.5
11226,9.0
11227,9.5
11228,10.0
11229,10.5
11230,11.0
11231,10.5
11232,10.0
11233,9.5
11234,9.0
11235,9.5
11236,10.0
11237,10.5
11238,11.0
11239,11.5
11240,12.0
11241,11.5
11242,12.0
11243,11.5
11244,11.0
11245,10.5
11246,11.0
11247,11.5
11248,12.0
11249,11.5
11250,11.0
11251,11.5
11252,12.0
11253,12.5
11254,13.0
11255,13.5
11256,14.0
11257,14.5
11258,15.0
11259,14.5
11260,14.0
11261,14.5
11262,15.0
11263,15.5
11264,15.0
11265,14.5
11266,15.0
11267,14.5
11268,14.0
11269,13.5
11270,13.0
11271,13.5
11272,13.0
11273,12.5
11274,12.0
11275,11.5
11276,11.0
11277,10.5
11278,11.0
11279,10.5
11280,10.0
11281,9.5
11282,9.0
11283,8.5
11284,8.0
11285,8.5
11286,8.0
11287,7.5
11288,7.0
11289,6.5
11290,7.0
11291,6.5
11292,6.0
11293,5.5
11294,6.0
11295,5.5
11296,6.0
11297,5.5
11298,5.0
11299,4.5
11300,4.0
11301,4.5
11302,4.0
11303,4.5
11304,5.0
11305,4.5
11306,4.0
11307,4.5
11308,4.0
11309,3.5
11310,3.0
11311,3.5
11312,4.0
11313,4.5
11314,4.0
11315,3.5
11316,4.0
11317,4.5
11318,4.0
11319,3.5
11320,3.0
11321,2.5
11322,2.0
11323,2.5
11324,2.0
11325,1.5
11326,2.0
11327,2.5
11328,3.0
11329,3.5
11330,4.0
11331,3.5
11332,3.0
11333,2.5
11334,3.0
11335,2.5
11336,3.0
11337,2.5
11338,2.0
11339,1.5
11340,1.0
11341,0.5
11342,0.0
11343,0.5
11344,0.0
11345,0.5
11346,1.0
11347,1.5
11348,1.0
11349,0.5
11350,0.0
11351,0.5
11352,0.0
11353,0.5
11354,1.0
11355,1.5
11356,2.0
11357,1.5
11358,1.0
11359,1.5
11360,1.0
11361,0.5
11362,0.0
11363,0.5
11364,1.0
11365,0.5
11366,0.0
11367,0.5
11368,0.0
11369,0.5
11370,1.0
11371,0.5
11372,1.0
11373,0.5
11374,1.0
11375,0.5
11376,1.0
11377,1.5
11378,2.0
11379,1.5
11380,1.0
11381,0.5
11382,0.0
11383,-0.5
11384,0.0
11385,-0.5
11386,0.0
11387,-0.5
11388,-1.0
11389,-1.5
11390,-2.0
11391,-2.5
11392,-3.0
11393,-3.5
11394,-4.0
11395,-4.5
11396,-5.0
11397,-5.5
11398,-5.0
11399,-4.5
11400,-4.0
11401,-3.5
11402,-4.0
11403,-3.5
11404,-3.0
11405,-2.5
11406,-3.0
11407,-3.5
11408,-4.0
11409,-3.5
11410,-3.0
11411,-3.5
11412,-3.0
11413,-3.5
11414,-4.0
11415,-3.5
11416,-4.0
11417,-4.5
11418,-5.0
11419,-5.5
11420,-6.0
11421,-6.5
11422,-6.0
11423,-5.5
11424,-5.0
11425,-5.5
11426,-6.0
11427,-6.5
11428,-7.0
11429,-7.5
11430,-8.0
11431,-7.5
11432,-8.0
11433,-7.5
11434,-7.5
11435,-7.0
11436,-7.5
11437,-7.0
11438,-6.5
11439,-7.0
11440,-7.5
11441,-7.0
11442,-7.5
11443,-8.0
11444,-7.5
11445,-8.0
11446,-7.5
11447,-8.0
11448,-7.5
11449,-8.0
11450,-8.5
11451,-8.0
11452,-8.5
11453,-9.0
11454,-8.5
11455,-8.0
11456,-8.5
11457,-8.0
11458,-7.5
11459,-8.0
11460,-7.5
11461,-8.0
11462,-7.5
11463,-7.0
11464,-7.5
11465,-8.0
11466,-8.5
11467,-8.0
11468,-7.5
11469,-8.0
11470,-8.5
11471,-8.0
11472,-8.5
11473,-8.0
11474,-8.5
11475,-8.0
11476,-8.5
11477,-9.0
11478,-8.5
11479,-8.0
11480,-7.5
11481,-7.0
11482,-7.5
11483,-8.0
11484,-7.5
11485,-8.0
11486,-7.5
11487,-8.0
11488,-8.5
11489,-9.0
11490,-9.5
11491,-10.0
11492,-9.5
11493,-10.0
11494,-9.5
11495,-10.0
11496,-10.5
11497,-11.0
11498,-11.0
11499,-10.5
11500,-10.0
11501,-10.5
11502,-10.0
11503,-10.5
11504,-11.0
11505,-10.5
11506,-11.0
11507,-11.5
11508,-12.0
11509,-11.5
11510,-11.0
11511,-11.0
11512,-11.5
11513,-12.0
11514,-12.5
11515,-13.0
11516,-12.5
11517,-13.0
11518,-13.5
11519,-13.0
11520,-12.5
11521,-13.0
11522,-12.5
11523,-12.0
11524,-11.5
11525,-11.0
11526,-11.5
11527,-11.5
11528,-11.0
11529,-11.5
11530,-11.0
11531,-10.5
11532,-10.0
11533,-10.5
11534,-11.0
11535,-10.5
11536,-10.0
11537,-9.5
11538,-10.0
11539,-10.5
11540,-10.0
11541,-9.5
11542,-9.5
11543,-9.0
11544,-8.5
11545,-9.0
11546,-8.5
11547,-9.0
11548,-8.5
11549,-8.0
11550,-7.5
11551,-8.0
11552,-8.5
11553,-9.0
11554,-9.5
11555,-9.0
11556,-8.5
11557,-8.0
11558,-8.5
11559,-9.0
11560,-9.5
11561,-9.0
11562,-9.5
11563,-10.0
11564,-10.5
11565,-11.0
11566,-11.5
11567,-12.0
11568,-11.5
11569,-11.0
11570,-10.5
11571,-11.0
11572,-11.5
11573,-11.0
11574,-11.5
11575,-11.0
11576,-11.5
11577,-11.5
11578,-11.0
11579,-11.5
11580,-11.0
11581,-11.5
11582,-11.0
11583,-10.5
11584,-10.0
11585,-10.5
11586,-10.0
11587,-10.5
11588,-11.0
11589,-11.5
11590,-12.0
11591,-12.5
11592,-13.0
11593,-13.5
11594,-13.0
11595,-12.5
11596,-12.0
11597,-12.5
11598,-13.0
11599,-12.5
11600,-13.0
11601,-13.5
11602,-13.0
11603,-13.5
11604,-14.0
11605,-14.5
11606,-14.0
11607,-13.5
11608,-14.0
11609,-13.5
11610,-14.0
11611,-13.5
11612,-14.0
11613,-14.5
11614,-14.0
11615,-14.5
11616,-14.0
11617,-13.5
11618,-13.0
11619,-13.5
11620,-14.0
11621,-14.5
11622,-14.0
11623,-13.5
11624,-13.0
11625,-12.5
11626,-13.0
11627,-13.5
11628,-14.0
11629,-13.5
11630,-14.0
11631,-14.5
11632,-14.0
11633,-13.5
11634,-13.0
11635,-13.5
11636,-14.0
11637,-13.5
11638,-14.0
11639,-14.5
11640,-15.0
11641,-14.5
11642,-14.0
11643,-13.5
11644,-14.0
11645,-13.5
11646,-14.0
11647,-13.5
11648,-13.0
11649,-13.5
11650,-14.0
11651,-13.5
11652,-14.0
11653,-14.5
11654,-14.0
11655,-14.5
11656,-15.0
11657,-14.5
11658,-15.0
11659,-14.5
11660,-15.0
11661,-15.5
11662,-16.0
11663,-16.5
11664,-17.0
11665,-16.5
11666,-17.0
11667,-16.5
11668,-16.0
11669,-16.5
11670,-16.0
11671,-16.5
11672,-17.0
11673,-17.5
11674,-17.0
11675,-17.5
11676,-18.0
11677,-17.5
11678,-17.0
11679,-17.5
11680,-17.0
11681,-17.5
11682,-18.0
11683,-18.5
11684,-19.0
11685,-19.5
11686,-19.0
11687,-19.5
11688,-20.0
11689,-20.5
11690,-20.0
11691,-20.5
11692,-21.0
11693,-21.0
11694,-21.5
11695,-21.0
11696,-20.5
11697,-21.0
11698,-20.5
11699,-20.0
11700,-19.5
11701,-20.0
11702,-19.5
11703,-19.0
11704,-19.5
11705,-20.0
11706,-19.5
11707,-20.0
11708,-19.5
11709,-19.0
11710,-18.5
11711,-19.0
11712,-19.5
11713,-19.0
11714,-18.5
11715,-18.0
11716,-18.5
11717,-18.0
11718,-18.5
11719,-18.0
11720,-17.5
11721,-17.0
11722,-16.5
11723,-16.0
11724,-16.5
11725,-16.0
11726,-15.5
11727,-16.0
11728,-15.5
11729,-15.0
11730,-15.0
11731,-14.5
11732,-15.0
11733,-15.5
11734,-15.0
11735,-15.5
11736,-15.0
11737,-15.5
11738,-16.0
11739,-15.5
11740,-16.0
11741,-15.5
11742,-15.0
11743,-15.5
11744,-16.0
11745,-16.5
11746,-17.0
11747,-17.5
11748,-17.0
11749,-17.5
11750,-17.0
11751,-17.5
11752,-18.0
11753,-17.5
11754,-17.0
11755,-16.5
11756,-16.0
11757,-15.5
11758,-16.0
11759,-16.5
11760,-16.5
11761,-17.0
11762,-17.5
11763,-17.0
11764,-16.5
11765,-16.0
11766,-16.5
11767,-17.0
11768,-17.5
11769,-17.0
11770,-17.5
11771,-17.0
11772,-17.5
11773,-18.0
11774,-18.5
11775,-19.0
11776,-18.5
11777,-18.0
11778,-17.5
11779,-17.0
11780,-16.5
11781,-17.0
11782,-16.5
11783,-16.0
11784,-15.5
11785,-16.0
11786,-16.5
11787,-17.0
11788,-16.5
11789,-16.0
11790,-15.5
11791,-15.5
11792,-15.0
11793,-14.5
11794,-15.0
11795,-14.5
11796,-14.0
11797,-14.5
11798,-15.0
11799,-15.5
11800,-15.0
11801,-14.5
11802,-14.0
11803,-13.5
11804,-14.0
11805,-14.5
11806,-15.0
11807,-15.5
11808,-15.5
11809,-15.0
11810,-14.5
11811,-15.0
11812,-14.5
11813,-14.0
11814,-13.5
11815,-13.0
11816,-13.5
11817,-14.0
11818,-14.5
11819,-15.0
11820,-15.0
11821,-15.5
11822,-16.0
11823,-15.5
11824,-15.0
11825,-15.5
11826,-16.0
11827,-15.5
11828,-15.0
11829,-15.5
11830,-16.0
11831,-15.5
11832,-15.0
11833,-14.5
11834,-14.0
11835,-13.5
11836,-14.0
11837,-13.5
11838,-14.0
11839,-14.5
11840,-15.0
11841,-15.5
11842,-15.0
11843,-15.5
11844,-15.0
11845,-15.5
11846,-16.0
11847,-15.5
11848,-16.0
11849,-15.5
11850,-15.0
11851,-15.0
11852,-14.5
11853,-15.0
11854,-14.5
